UID,Name,Allele0,Allele1,isSecret,baseChance,conditions
magicbees.speciesHorse,Neighsayer,magicbees.speciesTCBeef,magicbees.speciesSheepish,false,12.0,Occurs within a plains biome.
magicbees.speciesCatty,Catty,magicbees.speciesTCChicken,magicbees.speciesSpidery,false,15.0,Occurs within a jungle biome.
magicbees.speciesTCBatty,Batty,magicbees.speciesSkulking,magicbees.speciesWindy,false,9.0,
magicbees.speciesTCBrainy,Brainy,magicbees.speciesSkulking,magicbees.speciesPupil,false,9.0,
magicbees.speciesNameless,Nameless,magicbees.speciesEthereal,magicbees.speciesOblivion,false,10.0,
magicbees.speciesAbandoned,Abandoned,magicbees.speciesOblivion,magicbees.speciesNameless,false,8.0,
magicbees.speciesForlorn,Forlorn,magicbees.speciesNameless,magicbees.speciesAbandoned,false,6.0,
magicbees.speciesDraconic,Draconic,forestry.speciesImperial,magicbees.speciesAbandoned,false,6.0,Occurs within a end biome.
magicbees.speciesMutable,Mutable,magicbees.speciesUnusual,magicbees.speciesEldritch,false,12.0,
magicbees.speciesTransmuting,Transmuting,magicbees.speciesUnusual,magicbees.speciesMutable,false,9.0,
magicbees.speciesCrumbling,Crumbling,magicbees.speciesUnusual,magicbees.speciesMutable,false,9.0,
magicbees.speciesInvisible,Invisible,magicbees.speciesMystical,magicbees.speciesMutable,false,15.0,
magicbees.speciesCopper,Cuprum,forestry.speciesIndustrious,forestry.speciesMeadows,false,12.0,Requires Copper Block as a foundation.
magicbees.speciesTin,Stannum,forestry.speciesIndustrious,forestry.speciesForest,false,12.0,Requires Tin Block as a foundation.
magicbees.speciesIron,Ferrous,forestry.speciesCommon,forestry.speciesIndustrious,false,12.0,Requires Block of Iron as a foundation.
magicbees.speciesLead,Plumbum,magicbees.speciesTin,forestry.speciesCommon,false,10.0,Requires Lead Block as a foundation.
magicbees.speciesSilver,Argentum,forestry.speciesImperial,forestry.speciesModest,false,8.0,Requires Silver Block as a foundation.
magicbees.speciesGold,Auric,forestry.speciesImperial,magicbees.speciesLead,false,8.0,Requires Block of Gold as a foundation.
magicbees.speciesAluminum,Aluminum,forestry.speciesIndustrious,forestry.speciesCultivated,false,10.0,Requires Block of Aluminium as a foundation.
magicbees.speciesArdite,Ardite,forestry.speciesIndustrious,magicbees.speciesInfernal,false,9.0,Requires Block of Ardite as a foundation.
magicbees.speciesCobalt,Cobalt,forestry.speciesImperial,magicbees.speciesInfernal,false,11.0,Requires Block of Cobalt as a foundation.
magicbees.speciesManyullyn,Manyullyn,magicbees.speciesArdite,magicbees.speciesCobalt,false,9.0,Requires Block of Manyullyn as a foundation.
magicbees.speciesOsmium,Osmium,magicbees.speciesSilver,magicbees.speciesCobalt,false,11.0,
magicbees.speciesDiamond,Diamandi,forestry.speciesAustere,magicbees.speciesGold,false,7.0,Requires Block of Diamond as a foundation.
magicbees.speciesEmerald,Esmeraldi,forestry.speciesAustere,magicbees.speciesSilver,false,6.0,Requires Block of Emerald as a foundation.
magicbees.speciesApatite,Apatine,forestry.speciesRural,magicbees.speciesCopper,false,12.0,Requires Block of Apatite as a foundation.
magicbees.speciesSilicon,Silicon,magicbees.speciesAESkystone,magicbees.speciesIron,false,17.0,
magicbees.speciesCertus,Certus,magicbees.speciesSilicon,magicbees.speciesAESkystone,false,13.0,
magicbees.speciesFluix,Fluix,magicbees.speciesCertus,magicbees.speciesAESkystone,false,17.0,
magicbees.speciesTCAir,Aer,magicbees.speciesWindy,magicbees.speciesWindy,false,8.0,Requires Air Crystal Cluster as a foundation.
magicbees.speciesTCFire,Ignis,magicbees.speciesFirey,magicbees.speciesFirey,false,8.0,Requires Fire Crystal Cluster as a foundation.
magicbees.speciesTCWater,Aqua,magicbees.speciesWatery,magicbees.speciesWatery,false,8.0,Requires Water Crystal Cluster as a foundation.
magicbees.speciesTCEarth,Solum,magicbees.speciesEarthen,magicbees.speciesEarthen,false,8.0,Requires Earth Crystal Cluster as a foundation.
magicbees.speciesTCOrder,Ordered,magicbees.speciesEthereal,magicbees.speciesArcane,false,8.0,Requires Order Crystal Cluster as a foundation.
magicbees.speciesTCChaos,Chaotic,magicbees.speciesEthereal,magicbees.speciesSupernatural,false,8.0,Requires Entropy Crystal Cluster as a foundation.
magicbees.speciesTCVis,Vis,magicbees.speciesEthereal,magicbees.speciesInfernal,false,9.0,Occurs between the Waxing Half and Waning Half
magicbees.speciesTCRejuvenating,Rejuvenating,magicbees.speciesAttuned,magicbees.speciesTCVis,false,8.0,
magicbees.speciesTCEmpowering,Empowering,magicbees.speciesTCVis,magicbees.speciesTCRejuvenating,false,6.0,Better success during the Full Moon.
magicbees.speciesTCNexus,Nexus,magicbees.speciesTCRejuvenating,magicbees.speciesTCEmpowering,false,10.0,Occurs within a magical biome.|Requires Aura Node as a foundation.
magicbees.speciesTCFlux,Flux,magicbees.speciesTransmuting,magicbees.speciesTCEmpowering,false,11.0,During the New Moon
magicbees.speciesTCPure,Pure,magicbees.speciesTransmuting,magicbees.speciesTCRejuvenating,false,8.0,Occurs within a magical biome.|During the New Moon
magicbees.speciesTCHungry,Ravening,magicbees.speciesBigBad,magicbees.speciesTCVis,false,20.0,
magicbees.speciesTCWispy,Wispy,magicbees.speciesEthereal,magicbees.speciesGhastly,false,9.0,Occurs between the Waning Crescent and Waxing Crescent
magicbees.speciesTCVoid,Void,magicbees.speciesIron,magicbees.speciesTCFlux,false,5.0,Occurs within a magical biome.|During the night.
magicbees.speciesRSAFluxed,Fluxed,magicbees.speciesTEElectrum,magicbees.speciesTEDestabilized,false,10.0,Requires Fluxed Electrum Block as a foundation.
magicbees.speciesTEBronze,Bronzed,magicbees.speciesTin,magicbees.speciesCopper,false,12.0,Requires Bronze Block as a foundation.
magicbees.speciesTEElectrum,Electrum,magicbees.speciesGold,magicbees.speciesSilver,false,10.0,Requires Electrum Block as a foundation.
magicbees.speciesTENickel,Nickel,magicbees.speciesIron,magicbees.speciesEsoteric,false,14.0,Requires Ferrous Block as a foundation.
magicbees.speciesTEInvar,Invar,magicbees.speciesIron,magicbees.speciesTENickel,false,14.0,Requires Invar Block as a foundation.
magicbees.speciesTEPlatinum,Platinum,magicbees.speciesTENickel,magicbees.speciesTEInvar,false,10.0,Requires Shiny Block as a foundation.
magicbees.speciesTEBronze,Bronzed,magicbees.speciesTin,magicbees.speciesCopper,false,12.0,Requires Bronze Block as a foundation.
magicbees.speciesTECoal,Carbon,magicbees.speciesSpiteful,magicbees.speciesTin,false,12.0,Requires Coal Ore as a foundation.
magicbees.speciesTEDestabilized,Destabilized,magicbees.speciesSpiteful,forestry.speciesIndustrious,false,12.0,Requires Redstone Ore as a foundation.
magicbees.speciesTELux,Lux,magicbees.speciesSmouldering,magicbees.speciesInfernal,false,12.0,Requires Glowstone as a foundation.
magicbees.speciesTEDante,Dante,magicbees.speciesSmouldering,forestry.speciesAustere,false,12.0,Occurs within a nether biome.
magicbees.speciesTEPyro,Pyro,magicbees.speciesTEDante,magicbees.speciesTECoal,false,8.0,Occurs within a nether biome.
magicbees.speciesTEBlizzy,Blizzy,magicbees.speciesSkulking,forestry.speciesWintry,false,12.0,
magicbees.speciesTEGelid,Gelid,magicbees.speciesTEBlizzy,forestry.speciesIcy,false,8.0,
magicbees.speciesTEShocking,Shocking,magicbees.speciesSmouldering,magicbees.speciesWindy,false,13.0,
magicbees.speciesTEAmped,Amped,magicbees.speciesTEShocking,magicbees.speciesWindy,false,8.0,
magicbees.speciesTEGrounded,Grounded,magicbees.speciesSmouldering,magicbees.speciesEarthen,false,12.0,
magicbees.speciesTERocking,Rockin',magicbees.speciesTEGrounded,magicbees.speciesEarthen,false,9.0,
magicbees.speciesTEWinsome,Winsome,magicbees.speciesTEPlatinum,magicbees.speciesOblivion,false,12.0,
magicbees.speciesTEEndearing,Endearing,magicbees.speciesTEWinsome,magicbees.speciesTECoal,false,8.0,Requires Enderium Block as a foundation.
magicbees.speciesBotRooted,Rooted,magicbees.speciesEldritch,forestry.speciesForest,false,15.0,Requires Livingwood as a foundation.
magicbees.speciesBotSomnolent,Somnolent,magicbees.speciesBotRooted,magicbees.speciesWatery,false,16.0,During the night.
magicbees.speciesBotDreaming,Dreaming,magicbees.speciesWindy,magicbees.speciesBotSomnolent,false,8.0,During the night.
magicbees.speciesBotBlossom,Blossom,magicbees.speciesBotBotanic,magicbees.speciesEarthen,false,12.0,
magicbees.speciesBotFloral,Floral,magicbees.speciesBotBotanic,magicbees.speciesBotBlossom,false,8.0,
magicbees.speciesAESkystone,Skystone,magicbees.speciesEarthen,magicbees.speciesWindy,false,20.0,Requires Sky Stone as a foundation.
