Name,ID,Has Block,Mod,Class,Display Name
chisel:stained_glass_brown,1606,true,chisel,team.chisel.item.ItemCarvable,Stained Glass
chisel:stained_glass_pane_white,1607,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_magenta,1608,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_yellow,1609,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_pink,1610,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_lightgray,1611,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_purple,1612,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_brown,1613,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:stained_glass_pane_red,1614,true,chisel,team.chisel.item.ItemCarvable,Stained Glass Pane
chisel:glowstone,1615,true,chisel,team.chisel.item.ItemCarvable,Glowstone
chisel:gold2,1616,true,chisel,team.chisel.item.ItemCarvable,Block of Gold
chisel:gold_block,1617,true,chisel,team.chisel.item.ItemCarvable,Gold Block
chisel:granite,1618,true,chisel,team.chisel.item.ItemCarvable,Granite
chisel:grimstone,1619,true,chisel,team.chisel.item.ItemCarvable,Grimstone
chisel:hexPlating,1620,true,chisel,team.chisel.item.ItemCarvable,Hex Plating
chisel:hexLargePlating,1621,true,chisel,team.chisel.item.ItemCarvable,Large Hex Plating
chisel:holystone,1622,true,chisel,team.chisel.item.ItemCarvable,Holystone
chisel:ice,1623,true,chisel,team.chisel.item.ItemCarvable,Ice
chisel:ice_pillar,1624,true,chisel,team.chisel.item.ItemCarvable,Ice Pillar
chisel:ice_stairs.0,1625,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.1,1626,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.2,1627,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.3,1628,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.4,1629,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.5,1630,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.6,1631,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:ice_stairs.7,1632,true,chisel,team.chisel.item.ItemCarvable,Ice Stairs
chisel:iron_bars,1633,true,chisel,team.chisel.item.ItemCarvable,Iron Bars
chisel:iron2,1634,true,chisel,team.chisel.item.ItemCarvable,Block of Iron
chisel:iron_block,1635,true,chisel,team.chisel.item.ItemCarvable,Iron Block
chisel:jackolantern1,1636,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern2,1637,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern3,1638,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern4,1639,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern5,1640,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern6,1641,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern7,1642,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern8,1643,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern9,1644,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern10,1645,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern11,1646,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern12,1647,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern13,1648,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern14,1649,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern15,1650,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:jackolantern16,1651,true,chisel,team.chisel.item.ItemCarvablePumpkin,Jack o'Lantern
chisel:laboratoryblock,1652,true,chisel,team.chisel.item.ItemCarvable,Laboratory Block
chisel:lapis_block,1653,true,chisel,team.chisel.item.ItemCarvable,Lapis Block
chisel:lavastone,1654,true,chisel,team.chisel.item.ItemCarvable,Lavastone
chisel:leadblock,1655,true,chisel,team.chisel.item.ItemCarvable,Block of Lead
chisel:leaves,1656,true,chisel,team.chisel.item.ItemCarvable,Leaves
chisel:limestone,1657,true,chisel,team.chisel.item.ItemCarvable,Limestone
chisel:limestone_slab,1658,true,chisel,team.chisel.item.ItemCarvableSlab,Limestone Slab
chisel:limestone_slab_top,1659,true,chisel,net.minecraft.item.ItemBlock,Limestone Slab
chisel:limestone_stairs.0,1660,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.1,1661,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.2,1662,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.3,1663,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.4,1664,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.5,1665,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.6,1666,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:limestone_stairs.7,1667,true,chisel,team.chisel.item.ItemCarvable,Limestone Stairs
chisel:marble,1668,true,chisel,team.chisel.item.ItemCarvable,Marble
chisel:marble_slab,1669,true,chisel,team.chisel.item.ItemCarvableSlab,Marble Slab
chisel:marble_slab_top,1670,true,chisel,net.minecraft.item.ItemBlock,Marble Slab
chisel:marble_stairs.0,1671,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.1,1672,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.2,1673,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.3,1674,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.4,1675,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.5,1676,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.6,1677,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_stairs.7,1678,true,chisel,team.chisel.item.ItemCarvable,Marble Stairs
chisel:marble_pillar,1679,true,chisel,team.chisel.item.ItemCarvable,Marble Pillar
chisel:marble_pillar_slab,1680,true,chisel,team.chisel.item.ItemCarvableSlab,Marble Pillar Slab
chisel:marble_pillar_slab_top,1681,true,chisel,net.minecraft.item.ItemBlock,Marble Pillar Slab
chisel:nation,1682,true,chisel,team.chisel.item.ItemCarvable,Imperialistic Block
chisel:rebel,1683,true,chisel,team.chisel.item.ItemCarvable,Rebellious Block
chisel:nether_brick,1684,true,chisel,team.chisel.item.ItemCarvable,Nether Brick
chisel:netherrack,1685,true,chisel,team.chisel.item.ItemCarvable,Netherrack
chisel:obsidian,1686,true,chisel,team.chisel.item.ItemCarvable,Obsidian
chisel:packedice,1687,true,chisel,team.chisel.item.ItemCarvable,Packed Ice
chisel:packedice_pillar,1688,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Pillar
chisel:packedice_stairs.0,1689,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.1,1690,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.2,1691,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.3,1692,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.4,1693,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.5,1694,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.6,1695,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:packedice_stairs.7,1696,true,chisel,team.chisel.item.ItemCarvable,Packed Ice Stairs
chisel:paperwall,1697,true,chisel,team.chisel.item.ItemCarvable,Paperwall
chisel:paperwall_block,1698,true,chisel,team.chisel.item.ItemCarvable,Paperwall Block
chisel:present,1699,true,chisel,team.chisel.item.ItemBlockPresent,Present
chisel:pumpkin1,1700,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin2,1701,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin3,1702,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin4,1703,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin5,1704,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin6,1705,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin7,1706,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin8,1707,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin9,1708,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin10,1709,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin11,1710,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin12,1711,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin13,1712,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin14,1713,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin15,1714,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:pumpkin16,1715,true,chisel,team.chisel.item.ItemCarvablePumpkin,Pumpkin
chisel:purpur,1716,true,chisel,team.chisel.item.ItemCarvable,Purpur Block
chisel:redstone_block,1717,true,chisel,team.chisel.item.ItemCarvable,Redstone Block
chisel:road_line,1718,true,chisel,team.chisel.item.ItemCarvable,Road Lines
chisel:sandstone,1719,true,chisel,team.chisel.item.ItemCarvable,Sandstone
chisel:sandstone2,1720,true,chisel,team.chisel.item.ItemCarvable,Sandstone
chisel:sandstone_scribbles,1721,true,chisel,team.chisel.item.ItemCarvable,Sandstone Scribbles
chisel:silverblock,1722,true,chisel,team.chisel.item.ItemCarvable,Block of Silver
chisel:sand_snakestone,1723,true,chisel,team.chisel.item.ItemCarvable,Sand Snakestone
chisel:stone_snakestone,1724,true,chisel,team.chisel.item.ItemCarvable,Stone Snakestone
chisel:obsidian_snakestone,1725,true,chisel,team.chisel.item.ItemCarvable,Obsidian Snakestone
chisel:steelblock,1726,true,chisel,team.chisel.item.ItemCarvable,Block of Steel
chisel:stonebricksmooth,1727,true,chisel,team.chisel.item.ItemCarvable,Stone Bricks
chisel:tallow,1728,true,chisel,team.chisel.item.ItemCarvable,Block of Tallow
chisel:technical,1729,true,chisel,team.chisel.item.ItemCarvable,Technical Block
chisel:technical2,1730,true,chisel,team.chisel.item.ItemCarvable,Transparent Technical Block
chisel:technical3,1731,true,chisel,team.chisel.item.ItemCarvable,Industrial Technical Block
chisel:technical4,1732,true,chisel,team.chisel.item.ItemCarvable,Technical Block
chisel:templeblock,1733,true,chisel,team.chisel.item.ItemCarvable,Temple Block
chisel:mossy_templeblock,1734,true,chisel,team.chisel.item.ItemCarvable,Mossy Temple Block
chisel:tinblock,1735,true,chisel,team.chisel.item.ItemCarvable,Block of Tin
chisel:thaumium,1736,true,chisel,team.chisel.item.ItemCarvable,Thaumium Block
chisel:torch1,1737,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch2,1738,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch3,1739,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch4,1740,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch5,1741,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch6,1742,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch7,1743,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch8,1744,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch9,1745,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:torch10,1746,true,chisel,team.chisel.compat.fmp.ItemBlockChiselTorchPart,Torch
chisel:tyrian,1747,true,chisel,team.chisel.item.ItemCarvable,Tyrian
chisel:uraniumblock,1748,true,chisel,team.chisel.item.ItemCarvable,Block of Uranium
chisel:valentines,1749,true,chisel,team.chisel.item.ItemCarvable,Valentines Block
chisel:voidstone,1750,true,chisel,team.chisel.item.ItemCarvable,Voidstone
chisel:voidstone2,1751,true,chisel,team.chisel.item.ItemCarvable,Energised Voidstone
chisel:voidstoneRunic,1752,true,chisel,team.chisel.item.ItemCarvable,Runic Voidstone
chisel:voidstonePillar,1753,true,chisel,team.chisel.item.ItemCarvable,Voidstone Pillar
chisel:voidstonePillar2,1754,true,chisel,team.chisel.item.ItemCarvable,Energised Voidstone Pillar
chisel:warningSign,1755,true,chisel,team.chisel.item.ItemCarvable,Warning Sign
chisel:waterstone,1756,true,chisel,team.chisel.item.ItemCarvable,Waterstone
chisel:oak_planks,1757,true,chisel,team.chisel.item.ItemCarvable,Oak Wood Planks
chisel:spruce_planks,1758,true,chisel,team.chisel.item.ItemCarvable,Spruce Wood Planks
chisel:birch_planks,1759,true,chisel,team.chisel.item.ItemCarvable,Birch Wood Planks
chisel:jungle_planks,1760,true,chisel,team.chisel.item.ItemCarvable,Jungle Wood Planks
chisel:acacia_planks,1761,true,chisel,team.chisel.item.ItemCarvable,Acacia Wood Planks
chisel:dark_oak_planks,1762,true,chisel,team.chisel.item.ItemCarvable,Dark Oak Wood Planks
chisel:woolen_clay,1763,true,chisel,team.chisel.item.ItemCarvable,Woolen Clay
CarpentersBlocks:blockCarpentersBlock,1764,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Block
CarpentersBlocks:blockCarpentersBarrier,1765,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Barrier
CarpentersBlocks:blockCarpentersBed,1766,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Bed
CarpentersBlocks:blockCarpentersButton,1767,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided,Carpenter's Button
CarpentersBlocks:blockCarpentersCollapsibleBlock,1768,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Collapsible Block
CarpentersBlocks:blockCarpentersDaylightSensor,1769,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided,Carpenter's Daylight Sensor
CarpentersBlocks:blockCarpentersDoor,1770,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Door
CarpentersBlocks:blockCarpentersFlowerPot,1771,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Flower Pot
CarpentersBlocks:blockCarpentersGarageDoor,1772,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Garage Door
CarpentersBlocks:blockCarpentersGate,1773,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Gate
CarpentersBlocks:blockCarpentersHatch,1774,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Hatch
CarpentersBlocks:blockCarpentersLadder,1775,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Ladder
CarpentersBlocks:blockCarpentersLever,1776,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided,Carpenter's Lever
CarpentersBlocks:blockCarpentersPressurePlate,1777,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided,Carpenter's Pressure Plate
CarpentersBlocks:blockCarpentersSafe,1778,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Safe
CarpentersBlocks:blockCarpentersSlope,1779,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockCarpentersSlope,Carpenter's Wedge Slope
CarpentersBlocks:blockCarpentersStairs,1780,true,CarpentersBlocks,net.minecraft.item.ItemBlock,Carpenter's Stairs
CarpentersBlocks:blockCarpentersTorch,1781,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided,Carpenter's Torch
CompactMachines:machine,1782,true,CompactMachines,org.dave.CompactMachines.item.ItemBlockMachine,Compact Machine
CompactMachines:interface,1783,true,CompactMachines,net.minecraft.item.ItemBlock,Compact Machine Interface
CompactMachines:innerwall,1784,true,CompactMachines,net.minecraft.item.ItemBlock,Compact Machine Wall
CompactMachines:innerwalldecor,1785,true,CompactMachines,net.minecraft.item.ItemBlock,Compact Machine Wall (Decorative)
CompactMachines:resizingcube,1786,true,CompactMachines,net.minecraft.item.ItemBlock,World Resizing Cube
CompactMachines:interfacedecor,1787,true,CompactMachines,net.minecraft.item.ItemBlock,Compact Machine Interface (Decorative)
CompactMachines:interfacecreative,1788,true,CompactMachines,net.minecraft.item.ItemBlock,Compact Machine Interface
CompactMachines:innerwallcreative,1789,true,CompactMachines,net.minecraft.item.ItemBlock,Compact Machine Wall
ComputerCraft:CC-Computer,1790,true,ComputerCraft,dan200.computercraft.shared.computer.items.ItemComputer,Computer
ComputerCraft:CC-Peripheral,1791,true,ComputerCraft,dan200.computercraft.shared.peripheral.common.ItemPeripheral,Disk Drive
ComputerCraft:CC-Cable,1792,true,ComputerCraft,dan200.computercraft.shared.peripheral.common.ItemCable,Networking Cable
ComputerCraft:command_computer,1793,true,ComputerCraft,dan200.computercraft.shared.computer.items.ItemCommandComputer,Command Computer
ComputerCraft:CC-Turtle,1794,true,ComputerCraft,dan200.computercraft.shared.turtle.items.ItemTurtleLegacy,Turtle
ComputerCraft:CC-TurtleExpanded,1795,true,ComputerCraft,dan200.computercraft.shared.turtle.items.ItemTurtleNormal,Turtle
ComputerCraft:CC-TurtleAdvanced,1796,true,ComputerCraft,dan200.computercraft.shared.turtle.items.ItemTurtleAdvanced,Advanced Turtle
customnpcs:npcRedstoneBlock,1797,true,customnpcs,net.minecraft.item.ItemBlock,Redstone Block
customnpcs:npcCarpentyBench,1798,true,customnpcs,noppes.npcs.items.ItemNpcBlock,Carpentry Bench
customnpcs:npcMailbox,1799,true,customnpcs,net.minecraft.item.ItemBlock,Mailbox
customnpcs:npcWaypoint,1800,true,customnpcs,net.minecraft.item.ItemBlock,Location Quest Block
customnpcs:npcBorder,1801,true,customnpcs,net.minecraft.item.ItemBlock,Border
customnpcs:npcBloodBlock,1802,true,customnpcs,net.minecraft.item.ItemBlock,Blood Block
customnpcs:npcBanner,1803,true,customnpcs,net.minecraft.item.ItemBlock,Banner
customnpcs:npcWallBanner,1804,true,customnpcs,net.minecraft.item.ItemBlock,Wall Banner
customnpcs:npcTallLamp,1805,true,customnpcs,net.minecraft.item.ItemBlock,Tall Lamp
customnpcs:npcChair,1806,true,customnpcs,net.minecraft.item.ItemBlock,Chair
customnpcs:npcCrate,1807,true,customnpcs,net.minecraft.item.ItemBlock,Crate
customnpcs:npcWeaponRack,1808,true,customnpcs,net.minecraft.item.ItemBlock,Weapon Rack
customnpcs:npcCouchWool,1809,true,customnpcs,net.minecraft.item.ItemBlock,Wool Couch
customnpcs:npcCouchWood,1810,true,customnpcs,net.minecraft.item.ItemBlock,Wooden Couch
customnpcs:npcTable,1811,true,customnpcs,net.minecraft.item.ItemBlock,Wooden Table
customnpcs:npcStool,1812,true,customnpcs,net.minecraft.item.ItemBlock,Stool
customnpcs:npcPlaceholder,1813,true,customnpcs,noppes.npcs.items.ItemPlaceholder,Placeholder
customnpcs:npcBigSign,1814,true,customnpcs,net.minecraft.item.ItemBlock,Big Sign
customnpcs:npcBarrel,1815,true,customnpcs,net.minecraft.item.ItemBlock,Barrel
customnpcs:npcTombstone,1816,true,customnpcs,net.minecraft.item.ItemBlock,Tombstone
customnpcs:npcShelf,1817,true,customnpcs,net.minecraft.item.ItemBlock,Shelf
customnpcs:npcSign,1818,true,customnpcs,net.minecraft.item.ItemBlock,Sign
customnpcs:npcBeam,1819,true,customnpcs,net.minecraft.item.ItemBlock,Beam
customnpcs:npcBook,1820,true,customnpcs,net.minecraft.item.ItemBlock,Book
customnpcs:npcPedestal,1821,true,customnpcs,net.minecraft.item.ItemBlock,Pedestal
customnpcs:npcCrystalBlock,1822,true,customnpcs,noppes.npcs.items.ItemNpcColored,Crystal
customnpcs:npcCampfire,1823,true,customnpcs,net.minecraft.item.ItemBlock,Campfire
customnpcs:npcLamp,1824,true,customnpcs,net.minecraft.item.ItemBlock,Lamp
customnpcs:npcCandle,1825,true,customnpcs,net.minecraft.item.ItemBlock,Candle
customnpcs:npcCampfireUnlit,1826,true,customnpcs,net.minecraft.item.ItemBlock,Campfire
customnpcs:npcLampUnlit,1827,true,customnpcs,net.minecraft.item.ItemBlock,Candle
customnpcs:npcCandleUnlit,1828,true,customnpcs,net.minecraft.item.ItemBlock,Lamp
denseneutroncollectors:Dense_Neutron_Collector,1829,true,denseneutroncollectors,net.minecraft.item.ItemBlock,Advanced neutronium collector
denseneutroncollectors:Denser_Neutron_Collector,1830,true,denseneutroncollectors,net.minecraft.item.ItemBlock,Hybrid neutronium collector
denseneutroncollectors:Densest_Neutron_Collector,1831,true,denseneutroncollectors,net.minecraft.item.ItemBlock,Extreme neutronium collector
EMT:PortableNode,1868,true,EMT,net.minecraft.item.ItemBlock,Portable Node
EMT:ShieldBlock,1869,true,EMT,net.minecraft.item.ItemBlock,Shield Block
EMT:EMTSolars,1870,true,EMT,emt.item.block.ItemBlockSolars,Compressed Solar Panel
EMT:EMTSolars2,1871,true,EMT,emt.item.block.ItemBlockSolars,Air Infused Double Compressed Solar Panel
EMT:EMTMachines,1872,true,EMT,emt.item.block.ItemBlockMachines,Industrial Wand Charging Station
EMT:EssentiaGenerators,1873,true,EMT,emt.item.block.ItemBlockEssentiaGenerators,Potentia Generator
EMT:electricCloud,1874,true,EMT,emt.item.block.ItemBlockElectricCloud,Electric Cloud
EnderIO:blockStirlingGenerator,1875,true,EnderIO,net.minecraft.item.ItemBlock,Stirling Generator
EnderIO:blockCombustionGenerator,1876,true,EnderIO,net.minecraft.item.ItemBlock,Combustion Generator
EnderIO:blockZombieGenerator,1877,true,EnderIO,net.minecraft.item.ItemBlock,Zombie Generator
EnderIO:blockSolarPanel,1878,true,EnderIO,crazypants.enderio.machine.solar.BlockItemSolarPanel,Photovoltaic Cell
EnderIO:blockSagMill,1879,true,EnderIO,net.minecraft.item.ItemBlock,SAG Mill
EnderIO:blockAlloySmelter,1880,true,EnderIO,net.minecraft.item.ItemBlock,Alloy Smelter
EnderIO:blockCapacitorBank,1881,true,EnderIO,crazypants.enderio.machine.power.BlockItemCapacitorBank,Capacitor Bank (Deprecated)
EnderIO:blockCapBank,1882,true,EnderIO,crazypants.enderio.machine.capbank.BlockItemCapBank,Creative Capacitor Bank
EnderIO:blockPainter,1883,true,EnderIO,net.minecraft.item.ItemBlock,Painting Machine
EnderIO:blockPaintedFence,1884,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedFence,Painted Fence
EnderIO:blockPaintedFenceGate,1885,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedFenceGate,Painted Gate
EnderIO:blockPaintedWall,1886,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedWall,Painted Wall
EnderIO:blockPaintedStair,1887,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedStair,Painted Stairs
EnderIO:blockPaintedSlab,1888,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedSlab,Painted Slab
EnderIO:blockPaintedDoubleSlab,1889,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedSlab,Painted Slab
EnderIO:blockCrafter,1890,true,EnderIO,net.minecraft.item.ItemBlock,Crafter
EnderIO:blockPaintedGlowstone,1891,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedGlowstone,Painted Glowstone
EnderIO:blockPaintedCarpet,1892,true,EnderIO,crazypants.enderio.machine.painter.BlockItemPaintedCarpet,Painted Carpet
EnderIO:blockVat,1893,true,EnderIO,net.minecraft.item.ItemBlock,The Vat
EnderIO:blockPowerMonitor,1894,true,EnderIO,net.minecraft.item.ItemBlock,Power Monitor
EnderIO:blockFarmStation,1895,true,EnderIO,net.minecraft.item.ItemBlock,Farming Station
EnderIO:blockWirelessCharger,1896,true,EnderIO,net.minecraft.item.ItemBlock,Wireless Charger
EnderIO:blockHyperCube,1897,true,EnderIO,net.minecraft.item.ItemBlock,Dimensional Transceiver (Deprecated)
EnderIO:blockTank,1898,true,EnderIO,crazypants.enderio.machine.tank.BlockItemTank,Fluid Tank
EnderIO:blockReservoir,1899,true,EnderIO,net.minecraft.item.ItemBlock,Reservoir
EnderIO:blockVacuumChest,1900,true,EnderIO,net.minecraft.item.ItemBlock,Vacuum Chest
EnderIO:blockTransceiver,1901,true,EnderIO,net.minecraft.item.ItemBlock,Dimensional Transceiver
EnderIO:blockBuffer,1902,true,EnderIO,crazypants.enderio.machine.buffer.BlockItemBuffer,Item Buffer
EnderIO:blockInventoryPanel,1903,true,EnderIO,crazypants.enderio.machine.invpanel.BlockItemInventoryPanel,Inventory Panel
EnderIO:blockEnderIo,1904,true,EnderIO,net.minecraft.item.ItemBlock,Ender IO
EnderIO:blockTravelAnchor,1905,true,EnderIO,net.minecraft.item.ItemBlock,Travel Anchor
EnderIO:blockTelePad,1906,true,EnderIO,net.minecraft.item.ItemBlock,Telepad Block
EnderIO:blockSliceAndSplice,1907,true,EnderIO,net.minecraft.item.ItemBlock,Slice'N'Splice
EnderIO:blockSoulBinder,1908,true,EnderIO,net.minecraft.item.ItemBlock,Soul Binder
EnderIO:blockPoweredSpawner,1909,true,EnderIO,net.minecraft.item.ItemBlock,Powered Spawner
EnderIO:blockKillerJoe,1910,true,EnderIO,net.minecraft.item.ItemBlock,Killer Joe
EnderIO:blockAttractor,1911,true,EnderIO,net.minecraft.item.ItemBlock,Attractor Obelisk
EnderIO:blockSpawnGuard,1912,true,EnderIO,net.minecraft.item.ItemBlock,Aversion Obelisk
EnderIO:blockExperienceObelisk,1913,true,EnderIO,net.minecraft.item.ItemBlock,Experience Obelisk
EnderIO:blockWeatherObelisk,1914,true,EnderIO,net.minecraft.item.ItemBlock,Weather Obelisk
EnderIO:blockInhibitorObelisk,1915,true,EnderIO,net.minecraft.item.ItemBlock,tile.blockInhibitorObelisk.name
EnderIO:blockEnchanter,1916,true,EnderIO,net.minecraft.item.ItemBlock,Enchanter
EnderIO:blockDarkSteelPressurePlate,1917,true,EnderIO,crazypants.enderio.block.BlockItemDarkSteelPressurePlate,Dark Pressure Plate
EnderIO:blockDarkSteelAnvil,1918,true,EnderIO,net.minecraft.item.ItemAnvilBlock,Dark Steel Anvil
EnderIO:blockDarkSteelLadder,1919,true,EnderIO,net.minecraft.item.ItemBlock,Dark Steel Ladder
EnderIO:blockElectricLight,1920,true,EnderIO,crazypants.enderio.machine.light.BlockItemElectricLight,Powered Light
EnderIO:blockLightNode,1921,true,EnderIO,net.minecraft.item.ItemBlock,Light Node
EnderIO:blockReinforcedObsidian,1922,true,EnderIO,net.minecraft.item.ItemBlock,Reinforced Obsidian
