Ore Name,ItemStack,Item ID,Display Name,Wildcard
compressedCobblestone8x,1xtile.extrautils:cobblestone_compressed@7,ExtraUtilities:cobblestone_compressed,Octuple Compressed Cobblestone,false
compressedDirt1x,1xtile.extrautils:cobblestone_compressed@8,ExtraUtilities:cobblestone_compressed,Compressed Dirt,false
compressedDirt2x,1xtile.extrautils:cobblestone_compressed@9,ExtraUtilities:cobblestone_compressed,Double Compressed Dirt,false
compressedDirt3x,1xtile.extrautils:cobblestone_compressed@10,ExtraUtilities:cobblestone_compressed,Triple Compressed Dirt,false
compressedDirt4x,1xtile.extrautils:cobblestone_compressed@11,ExtraUtilities:cobblestone_compressed,Quadruple Compressed Dirt,false
compressedGravel1x,1xtile.extrautils:cobblestone_compressed@12,ExtraUtilities:cobblestone_compressed,Compressed Gravel,false
compressedGravel2x,1xtile.extrautils:cobblestone_compressed@13,ExtraUtilities:cobblestone_compressed,Double Compressed Gravel,false
compressedSand1x,1xtile.extrautils:cobblestone_compressed@14,ExtraUtilities:cobblestone_compressed,Compressed Sand,false
compressedSand2x,1xtile.extrautils:cobblestone_compressed@15,ExtraUtilities:cobblestone_compressed,Double Compressed Sand,false
concrete,1xtile.chisel.concrete@0,chisel:concrete,Concrete,false
concrete,1xtile.ImmersiveEngineering.stoneDecoration@4,ImmersiveEngineering:stoneDecoration,Concrete,false
concrete,1xtile.ImmersiveEngineering.stoneDecoration@5,ImmersiveEngineering:stoneDecoration,Concrete Tile,false
copperRod,1xitem.tconstruct.ToolRod@13,TConstruct:toolRod,Copper Tool Rod,false
crafterWood,1xtile.workbench@0,minecraft:crafting_table,Crafting Table,false
craftingMTCore,1xitem.itemQuantumCore@12,AdvancedSolarPanel:asp_crafting_items,MT Core,false
craftingMolecularTransformer,1xtile.null@0,AdvancedSolarPanel:BlockMolecularTransformer,Molecular Transformer,false
craftingSolarPanelHV,1xtile.null@2,AdvancedSolarPanel:BlockAdvSolarPanel,Ultimate Hybrid Solar Panel,false
craftingSunnarium,1xitem.itemQuantumCore@0,AdvancedSolarPanel:asp_crafting_items,Sunnarium,false
craftingSunnariumPart,1xitem.itemQuantumCore@9,AdvancedSolarPanel:asp_crafting_items,Sunnarium Piece,false
craftingTableWood,1xtile.workbench@0,minecraft:crafting_table,Crafting Table,false
craftingToolForgeHammer,1xic2.itemToolForgeHammer@32767,IC2:itemToolForgeHammer,(wildcard),true
craftingToolWireCutter,1xic2.itemToolCutter@32767,IC2:itemToolCutter,(wildcard),true
cropAcorn,1xitem.food@33,ExtraTrees:food,Acorn,false
cropAlmond,1xitem.food@9,ExtraTrees:food,Almond,false
cropApple,1xitem.food@0,ExtraTrees:food,Crabapple,false
cropApple,1xitem.apple@0,minecraft:apple,Apple,false
cropApricot,1xitem.food@10,ExtraTrees:food,Apricot,false
cropArtichoke,1xitem.witchery:ingredient@69,witchery:ingredient,Water Artichoke Globe,false
cropAvacado,1xitem.food@52,ExtraTrees:food,Avacado,false
cropBanana,1xitem.food@28,ExtraTrees:food,Banana,false
cropBanana,1xitem.food@29,ExtraTrees:food,Red Banana,false
cropBeechnut,1xitem.food@26,ExtraTrees:food,Beechnut,false
cropBerry,1xitem.food@0,BiomesOPlenty:food,Berry,false
cropBlackCherry,1xitem.food@6,ExtraTrees:food,Black Cherry,false
cropBlackberry,1xitem.food@43,ExtraTrees:food,Blackberry,false
cropBlackcurrant,1xitem.food@41,ExtraTrees:food,Blackcurrant,false
cropBlackthorn,1xitem.food@7,ExtraTrees:food,Blackthorn,false
cropBlueberry,1xitem.food@45,ExtraTrees:food,Blueberry,false
cropBrazilNut,1xitem.food@31,ExtraTrees:food,Brazil Nut,false
cropBuddhaHand,1xitem.food@14,ExtraTrees:food,Buddhas Hand,false
cropButternut,1xitem.food@25,ExtraTrees:food,Butternut,false
cropCacti,1xtile.plants@12,BiomesOPlenty:plants,Tiny Cactus,false
cropCacti,1xtile.cactus@0,minecraft:cactus,Cactus,false
cropCactus,1xtile.cactus@0,minecraft:cactus,Cactus,false
cropCandlenut,1xitem.food@59,ExtraTrees:food,Candlenut,false
cropCarrot,1xitem.carrots@0,minecraft:carrot,Carrot,false
cropCashew,1xitem.food@51,ExtraTrees:food,Cashew,false
cropCherry,1xitem.for.fruits@0,Forestry:fruits,Cherry,false
cropCherry,1xitem.food@4,ExtraTrees:food,Wild Cherry,false
cropCherry,1xitem.food@5,ExtraTrees:food,Sour Cherry,false
cropCherry,1xitem.food@6,ExtraTrees:food,Black Cherry,false
cropCherryPlum,1xitem.food@8,ExtraTrees:food,Cherry Plum,false
cropChestnut,1xitem.for.fruits@2,Forestry:fruits,Chestnut,false
cropChilli,1xitem.food@55,ExtraTrees:food,Chilli,false
cropCinderpearl,1xtile.blockCustomPlant@3,Thaumcraft:blockCustomPlant,Cinderpearl,false
cropCitron,1xitem.food@14,ExtraTrees:food,Buddhas Hand,false
cropCitron,1xitem.food@15,ExtraTrees:food,Citron,false
cropClove,1xitem.food@39,ExtraTrees:food,Clove,false
cropCoconut,1xitem.food@50,ExtraTrees:food,Coconut,false
cropCoffee,1xitem.food@37,ExtraTrees:food,Coffee,false
cropCrabapple,1xitem.food@0,ExtraTrees:food,Crabapple,false
cropCranberry,1xitem.food@46,ExtraTrees:food,Cranberry,false
cropDate,1xitem.for.fruits@5,Forestry:fruits,Date,false
cropElderberry,1xitem.food@34,ExtraTrees:food,Elderberry,false
cropEmberMoss,1xtile.witchery:embermoss@0,witchery:embermoss,Ember Moss,false
cropEyebulb,1xtile.flowers@13,BiomesOPlenty:flowers,Eyebulb,false
cropEyebulb,1xtile.flowers@14,BiomesOPlenty:flowers,Eyebulb,false
cropFig,1xitem.food@32,ExtraTrees:food,Fig,false
cropFingerLime,1xitem.food@16,ExtraTrees:food,Finger Lime,false
cropFloweringVines,1xtile.flowerVine@0,BiomesOPlenty:flowerVine,Flowering Vines,false
cropGarlic,1xitem.witchery:garlic@32767,witchery:garlic,(wildcard),true
cropGingkoNut,1xitem.food@36,ExtraTrees:food,Gingko Nut,false
cropGlintWeed,1xtile.witchery:glintweed@0,witchery:glintweed,Glint Weed,false
cropGoldenRaspberry,1xitem.food@49,ExtraTrees:food,Golden Raspberry,false
cropGooseberry,1xitem.food@48,ExtraTrees:food,Gooseberry,false
cropGrapefruit,1xitem.food@11,ExtraTrees:food,Grapefruit,false
cropGrass,1xtile.slime.grass@0,TConstruct:slime.grass,Slimy Grass,false
cropGrass,1xtile.slime.grass.tall@0,TConstruct:slime.grass.tall,Slimy Grass,false
cropGrass,1xtile.blockTaintFibres@1,Thaumcraft:blockTaintFibres,Tainted Grass,false
cropGrass,1xtile.plants@0,BiomesOPlenty:plants,Dead Grass,false
cropGrass,1xtile.plants@1,BiomesOPlenty:plants,Desert Grass,false
cropGrass,1xtile.plants@2,BiomesOPlenty:plants,Desert Sprouts,false
cropGrass,1xtile.plants@3,BiomesOPlenty:plants,Dune Grass,false
cropGrass,1xtile.foliage@1,BiomesOPlenty:foliage,Short Grass,false
cropGrass,1xtile.foliage@2,BiomesOPlenty:foliage,Medium Grass,false
cropGrass,1xtile.foliage@5,BiomesOPlenty:foliage,Sprout,false
cropGrass,1xtile.foliage@7,BiomesOPlenty:foliage,Poison Ivy,false
cropGrass,1xtile.foliage@9,BiomesOPlenty:foliage,Shrub,false
cropGrass,1xtile.foliage@10,BiomesOPlenty:foliage,Wheat Grass,false
cropGrass,1xtile.foliage@11,BiomesOPlenty:foliage,Damp Grass,false
cropGrass,1xtile.foliage@12,BiomesOPlenty:foliage,Koru,false
cropGrass,1xtile.foliage@13,BiomesOPlenty:foliage,Clover Patch,false
cropGrass,1xtile.deadbush@0,minecraft:deadbush,Dead Bush,false
cropGrass,1xtile.tallgrass@2,minecraft:tallgrass,Fern,false
cropGrass,1xtile.tallgrass@1,minecraft:tallgrass,Grass,false
cropGrass,1xtile.doublePlant@2,minecraft:double_plant,Double Tallgrass,false
cropGrass,1xtile.doublePlant@3,minecraft:double_plant,Large Fern,false
cropHazelnut,1xitem.food@24,ExtraTrees:food,Hazelnut,false
cropIvy,1xtile.ivy@0,BiomesOPlenty:ivy,Ivy,false
cropJuniper,1xitem.food@47,ExtraTrees:food,Juniper,false
cropKeyLime,1xitem.food@17,ExtraTrees:food,Key Lime,false
cropKumquat,1xitem.food@2,ExtraTrees:food,Kumquat,false
cropLemon,1xitem.for.fruits@3,Forestry:fruits,Lemon,false
cropLime,1xitem.food@3,ExtraTrees:food,Lime,false
cropLime,1xitem.food@16,ExtraTrees:food,Finger Lime,false
cropLime,1xitem.food@17,ExtraTrees:food,Key Lime,false
cropManderin,1xitem.food@18,ExtraTrees:food,Manderin,false
cropMango,1xitem.food@57,ExtraTrees:food,Mango,false
cropMushroomBrown,1xtile.mushroom@0,minecraft:brown_mushroom,Mushroom,false
cropMushroomRed,1xtile.mushroom@0,minecraft:red_mushroom,Mushroom,false
cropNectarine,1xitem.food@19,ExtraTrees:food,Nectarine,false
cropNutmeg,1xitem.food@53,ExtraTrees:food,Nutmeg,false
cropOlive,1xitem.food@35,ExtraTrees:food,Olive,false
cropOrange,1xitem.food@1,ExtraTrees:food,Orange,false
cropOrange,1xitem.food@13,ExtraTrees:food,Satsuma,false
cropOrange,1xitem.food@18,ExtraTrees:food,Manderin,false
cropOrange,1xitem.food@21,ExtraTrees:food,Tangerine,false
cropOsangeOrange,1xitem.food@38,ExtraTrees:food,Osange Orange,false
cropPapaya,1xitem.for.fruits@6,Forestry:fruits,Papaya,false
cropPapayimar,1xitem.food@40,ExtraTrees:food,Papayimar,false
cropPeach,1xitem.food@3,BiomesOPlenty:food,Peach,false
cropPeach,1xitem.food@12,ExtraTrees:food,Peach,false
cropPeach,1xitem.food@19,ExtraTrees:food,Nectarine,false
cropPear,1xitem.food@12,BiomesOPlenty:food,Pear,false
cropPear,1xitem.food@22,ExtraTrees:food,Pear,false
cropPecan,1xitem.food@27,ExtraTrees:food,Pecan Nut,false
cropPersimmon,1xitem.food@8,BiomesOPlenty:food,Persimmon,false
cropPlantain,1xitem.food@30,ExtraTrees:food,Plantain,false
cropPlum,1xitem.for.fruits@4,Forestry:fruits,Plum,false
cropPlum,1xitem.food@8,ExtraTrees:food,Cherry Plum,false
cropPomelo,1xitem.food@20,ExtraTrees:food,Pomelo,false
cropPotato,1xitem.potato@0,minecraft:potato,Potato,false
cropRaspberry,1xitem.food@44,ExtraTrees:food,Raspberry,false
cropRedBanana,1xitem.food@29,ExtraTrees:food,Red Banana,false
cropRedcurrant,1xitem.food@42,ExtraTrees:food,Redcurrant,false
cropSandPear,1xitem.food@23,ExtraTrees:food,Sand Pear,false
cropSatsuma,1xitem.food@13,ExtraTrees:food,Satsuma,false
cropShimmerleaf,1xtile.blockCustomPlant@2,Thaumcraft:blockCustomPlant,Shimmerleaf,false
cropSmallCactus,1xtile.plants@12,BiomesOPlenty:plants,Tiny Cactus,false
cropSourCherry,1xitem.food@5,ExtraTrees:food,Sour Cherry,false
cropSpanishMoss,1xtile.witchery:spanishmoss@0,witchery:spanishmoss,Spanish Moss,false
cropStarAnise,1xitem.food@56,ExtraTrees:food,Star Anise,false
cropStarfruit,1xitem.food@58,ExtraTrees:food,Starfruit,false
cropTangerine,1xitem.food@21,ExtraTrees:food,Tangerine,false
cropTurnip,1xitem.food@11,BiomesOPlenty:food,Turnip,false
cropVine,1xtile.flowerVine@0,BiomesOPlenty:flowerVine,Flowering Vines,false
cropVine,1xtile.ivy@0,BiomesOPlenty:ivy,Ivy,false
cropVine,1xtile.vine@0,minecraft:vine,Vines,false
cropVines,1xtile.vine@0,minecraft:vine,Vines,false
cropWalnut,1xitem.for.fruits@1,Forestry:fruits,Walnut,false
cropWalnut,1xitem.food@25,ExtraTrees:food,Butternut,false
cropWheat,1xitem.wheat@0,minecraft:wheat,Wheat,false
cropWildCherry,1xitem.food@4,ExtraTrees:food,Wild Cherry,false
cropWildcarrots,1xitem.food@2,BiomesOPlenty:food,Wild Carrots,false
crushedCopper,1xic2.itemCrushedOre@1,IC2:itemCrushedOre,Crushed Copper Ore,false
crushedGold,1xic2.itemCrushedOre@2,IC2:itemCrushedOre,Crushed Gold Ore,false
crushedIron,1xic2.itemCrushedOre@0,IC2:itemCrushedOre,Crushed Iron Ore,false
crushedLead,1xic2.itemCrushedOre@6,IC2:itemCrushedOre,Crushed Lead Ore,false
crushedPurifiedCopper,1xic2.itemPurifiedCrushedOre@1,IC2:itemPurifiedCrushedOre,Purified Crushed Copper Ore,false
crushedPurifiedGold,1xic2.itemPurifiedCrushedOre@2,IC2:itemPurifiedCrushedOre,Purified Crushed Gold Ore,false
crushedPurifiedIron,1xic2.itemPurifiedCrushedOre@0,IC2:itemPurifiedCrushedOre,Purified Crushed Iron Ore,false
crushedPurifiedLead,1xic2.itemPurifiedCrushedOre@6,IC2:itemPurifiedCrushedOre,Purified Crushed Lead Ore,false
crushedPurifiedSilver,1xic2.itemPurifiedCrushedOre@5,IC2:itemPurifiedCrushedOre,Purified Crushed Silver Ore,false
crushedPurifiedTin,1xic2.itemPurifiedCrushedOre@3,IC2:itemPurifiedCrushedOre,Purified Crushed Tin Ore,false
crushedPurifiedUranium,1xic2.itemPurifiedCrushedOre@4,IC2:itemPurifiedCrushedOre,Purified Crushed Uranium Ore,false
crushedSilver,1xic2.itemCrushedOre@5,IC2:itemCrushedOre,Crushed Silver Ore,false
crushedTin,1xic2.itemCrushedOre@3,IC2:itemCrushedOre,Crushed Tin Ore,false
crushedUranium,1xic2.itemCrushedOre@4,IC2:itemCrushedOre,Crushed Uranium Ore,false
crystalCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@0,appliedenergistics2:item.ItemMultiMaterial,Certus Quartz Crystal,false
crystalCinnabar,1xitem.thermalfoundation.material@20,ThermalFoundation:material,Cinnabar,false
crystalFluix,1xitem.appliedenergistics2.ItemMaterial@7,appliedenergistics2:item.ItemMultiMaterial,Fluix Crystal,false
crystalNetherQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
crystalPureFluix,1xitem.appliedenergistics2.ItemMaterial@12,appliedenergistics2:item.ItemMultiMaterial,Pure Fluix Crystal,false
crystalRedstone,1xitem.redstoneCrystal@0,BuildCraft|Silicon:redstoneCrystal,Redstone Crystal,false
dirt,1xtile.dirt@0,minecraft:dirt,Dirt,false
dirt,1xtile.chisel.dirt@0,chisel:dirt,Dirt,false
drawerBasic,1xtile.fullDrawers1@32767,StorageDrawers:fullDrawers1,(wildcard),true
drawerBasic,1xtile.fullDrawers2@32767,StorageDrawers:fullDrawers2,(wildcard),true
drawerBasic,1xtile.fullDrawers4@32767,StorageDrawers:fullDrawers4,(wildcard),true
drawerBasic,1xtile.halfDrawers2@32767,StorageDrawers:halfDrawers2,(wildcard),true
drawerBasic,1xtile.halfDrawers4@32767,StorageDrawers:halfDrawers4,(wildcard),true
dreamwood,1xtile.dreamwood@0,Botania:dreamwood,Dreamwood,false
dreamwoodTwig,1xitem.manaResource@13,Botania:manaResource,Dreamwood Twig,false
dropHoney,1xitem.for.honeyDrop@0,Forestry:honeyDrop,Honey Drop,false
dropHoneydew,1xitem.for.honeydew@0,Forestry:honeydew,Honeydew,false
dropRoyalJelly,1xitem.for.royalJelly@0,Forestry:royalJelly,Royal Jelly,false
dustAerotheum,1xitem.thermalfoundation.material@514,ThermalFoundation:material,Aerotheum Dust,false
dustAluminium,1xitem.tconstruct.Materials@40,TConstruct:materials,Aluminum Dust,false
dustAluminiumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,Aluminum Brass Dust,false
dustAluminum,1xitem.ImmersiveEngineering.metal@11,ImmersiveEngineering:metal,Aluminium Grit,false
dustAluminum,1xitem.tconstruct.Materials@40,TConstruct:materials,Aluminum Dust,false
dustAluminumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,Aluminum Brass Dust,false
dustArdite,1xitem.tconstruct.Materials@38,TConstruct:materials,Ardite Dust,false
dustAsh,1xitem.for.ash@0,Forestry:ash,Ash,false
dustAshes,1xic2.itemDust2@3,IC2:itemDust2,Ashes,false
dustBasalz,1xitem.thermalfoundation.material@1029,ThermalFoundation:material,Basalz Powder,false
dustBlitz,1xitem.thermalfoundation.material@1027,ThermalFoundation:material,Blitz Powder,false
dustBlizz,1xitem.thermalfoundation.material@1025,ThermalFoundation:material,Blizz Powder,false
dustBlutonium,1xitem.ingot@7,BigReactors:BRIngot,Blutonium Dust,false
dustBronze,1xic2.itemDust@0,IC2:itemDust,Bronze Dust,false
dustBronze,1xitem.thermalfoundation.material@41,ThermalFoundation:material,Bronze Blend,false
dustCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@2,appliedenergistics2:item.ItemMultiMaterial,Certus Quartz Dust,false
dustCharcoal,1xitem.thermalfoundation.material@3,ThermalFoundation:material,Pulverized Charcoal,false
dustCharcoal,1xitem.railcraft.dust@3,Railcraft:dust,Charcoal Dust,false
dustClay,1xic2.itemDust@1,IC2:itemDust,Clay Dust,false
dustCoal,1xic2.itemDust@2,IC2:itemDust,Coal Dust,false
dustCoal,1xitem.thermalfoundation.material@2,ThermalFoundation:material,Pulverized Coal,false
dustCoal,1xitem.itemPowderIngot@0,EnderIO:itemPowderIngot,Coal Powder,false
dustCobalt,1xitem.tconstruct.Materials@39,TConstruct:materials,Cobalt Dust,false
dustCoke,1xitem.ImmersiveEngineering.metal@17,ImmersiveEngineering:metal,Coke Dust,false
dustConstantan,1xitem.ImmersiveEngineering.metal@15,ImmersiveEngineering:metal,Constantan Grit,false
dustCopper,1xic2.itemDust@3,IC2:itemDust,Copper Dust,false
dustCopper,1xitem.thermalfoundation.material@32,ThermalFoundation:material,Pulverized Copper,false
dustCopper,1xitem.ImmersiveEngineering.metal@10,ImmersiveEngineering:metal,Copper Grit,false
dustCopper,1xitem.itemPowderIngot@3,EnderIO:itemPowderIngot,Copper Powder,false
dustCryotheum,1xitem.thermalfoundation.material@513,ThermalFoundation:material,Cryotheum Dust,false
dustCupronickel,1xitem.ImmersiveEngineering.metal@15,ImmersiveEngineering:metal,Constantan Grit,false
dustCyanite,1xitem.ingot@5,BigReactors:BRIngot,Cyanite Dust,false
dustDiamond,1xic2.itemDust2@1,IC2:itemDust2,Diamond Dust,false
dustDraconium,1xitem.draconicevolution:draconiumDust@0,DraconicEvolution:draconiumDust,Draconium Dust,false
dustElectrotine,1xitem.projectred.core.part@56,ProjRed|Core:projectred.core.part,Electrotine,false
dustElectrum,1xitem.thermalfoundation.material@39,ThermalFoundation:material,Electrum Blend,false
dustElectrum,1xitem.ImmersiveEngineering.metal@16,ImmersiveEngineering:metal,Electrum Grit,false
dustElectrumFlux,1xitem.redstonearsenal.material@0,RedstoneArsenal:material,Fluxed Electrum Blend,false
dustEnderPearl,1xitem.itemPowderIngot@5,EnderIO:itemPowderIngot,Ender Pearl Powder,false
dustEnderium,1xitem.thermalfoundation.material@44,ThermalFoundation:material,Enderium Blend,false
dustFluix,1xitem.appliedenergistics2.ItemMaterial@8,appliedenergistics2:item.ItemMultiMaterial,Fluix Dust,false
dustGlowstone,1xitem.yellowDust@0,minecraft:glowstone_dust,Glowstone Dust,false
dustGold,1xic2.itemDust@4,IC2:itemDust,Gold Dust,false
dustGold,1xitem.thermalfoundation.material@1,ThermalFoundation:material,Pulverized Gold,false
dustGold,1xitem.ImmersiveEngineering.metal@9,ImmersiveEngineering:metal,Gold Grit,false
dustGold,1xitem.itemPowderIngot@2,EnderIO:itemPowderIngot,Gold Powder,false
dustGraphite,1xitem.ingot@6,BigReactors:BRIngot,Graphite Dust,false
dustGunpowder,1xitem.sulphur@0,minecraft:gunpowder,Gunpowder,false
dustHOPGraphite,1xitem.ImmersiveEngineering.metal@19,ImmersiveEngineering:metal,HOP Graphite Dust,false
dustHydratedCoal,1xic2.itemDust@8,IC2:itemDust,Hydrated Coal Dust,false
dustInvar,1xitem.thermalfoundation.material@40,ThermalFoundation:material,Invar Blend,false
dustIron,1xic2.itemDust@5,IC2:itemDust,Iron Dust,false
dustIron,1xitem.thermalfoundation.material@0,ThermalFoundation:material,Pulverized Iron,false
dustIron,1xitem.ImmersiveEngineering.metal@8,ImmersiveEngineering:metal,Iron Grit,false
dustIron,1xitem.itemPowderIngot@1,EnderIO:itemPowderIngot,Iron Powder,false
dustLapis,1xic2.itemDust@12,IC2:itemDust,Lapis Lazuli Dust,false
dustLead,1xic2.itemDust@10,IC2:itemDust,Lead Dust,false
dustLead,1xitem.thermalfoundation.material@35,ThermalFoundation:material,Pulverized Lead,false
dustLead,1xitem.ImmersiveEngineering.metal@12,ImmersiveEngineering:metal,Lead Grit,false
dustLithium,1xic2.itemDust@14,IC2:itemDust,Lithium Dust,false
dustLudicrite,1xitem.ingot@9,BigReactors:BRIngot,Ludicrite Dust,false
dustLumium,1xitem.thermalfoundation.material@43,ThermalFoundation:material,Lumium Blend,false
dustManyullyn,1xitem.tconstruct.Materials@41,TConstruct:materials,Manyullyn Dust,false
dustMithril,1xitem.thermalfoundation.material@38,ThermalFoundation:material,Pulverized Mana Infused Metal,false
dustNetherQuartz,1xitem.appliedenergistics2.ItemMaterial@3,appliedenergistics2:item.ItemMultiMaterial,Nether Quartz Dust,false
dustNickel,1xitem.thermalfoundation.material@36,ThermalFoundation:material,Pulverized Ferrous Metal,false
dustNickel,1xitem.ImmersiveEngineering.metal@14,ImmersiveEngineering:metal,Nickel Grit,false
dustObsidian,1xic2.itemDust@11,IC2:itemDust,Obsidian Dust,false
dustObsidian,1xitem.thermalfoundation.material@4,ThermalFoundation:material,Pulverized Obsidian,false
dustObsidian,1xitem.railcraft.dust@0,Railcraft:dust,Obsidian Dust,false
dustObsidian,1xitem.itemPowderIngot@7,EnderIO:itemPowderIngot,Obsidian Powder,false
dustPetrotheum,1xitem.thermalfoundation.material@515,ThermalFoundation:material,Petrotheum Dust,false
dustPlastic,1xitem.mfr.plastic.raw@0,MineFactoryReloaded:plastic.raw,Raw Plastic,false
dustPlatinum,1xitem.thermalfoundation.material@37,ThermalFoundation:material,Pulverized Shiny Metal,false
dustPlutonium,1xitem.ingot@7,BigReactors:BRIngot,Blutonium Dust,false
dustPyrotheum,1xitem.thermalfoundation.material@512,ThermalFoundation:material,Pyrotheum Dust,false
dustQuartz,1xitem.ImmersiveEngineering.metal@18,ImmersiveEngineering:metal,Quartz Dust,false
dustRedstone,1xitem.redstone@0,minecraft:redstone,Redstone,false
dustSaltpeter,1xitem.thermalfoundation.material@17,ThermalFoundation:material,Niter,false
dustSaltpeter,1xitem.railcraft.dust@2,Railcraft:dust,Saltpeter,false
dustSignalum,1xitem.thermalfoundation.material@42,ThermalFoundation:material,Signalum Blend,false
dustSiliconDioxide,1xic2.itemDust2@0,IC2:itemDust2,Silicon dioxide,false
dustSilver,1xic2.itemDust@6,IC2:itemDust,Silver Dust,false
dustSilver,1xitem.thermalfoundation.material@34,ThermalFoundation:material,Pulverized Silver,false
dustSilver,1xitem.ImmersiveEngineering.metal@13,ImmersiveEngineering:metal,Silver Grit,false
dustStone,1xic2.itemDust@9,IC2:itemDust,Stone Dust,false
dustSulfur,1xic2.itemDust@13,IC2:itemDust,Sulfur Dust,false
dustSulfur,1xitem.thermalfoundation.material@16,ThermalFoundation:material,Sulfur,false
dustSulfur,1xitem.railcraft.dust@1,Railcraft:dust,Sulfur,false
dustTin,1xic2.itemDust@7,IC2:itemDust,Tin Dust,false
dustTin,1xitem.thermalfoundation.material@33,ThermalFoundation:material,Pulverized Tin,false
dustTin,1xitem.itemPowderIngot@4,EnderIO:itemPowderIngot,Tin Powder,false
dustTinyBronze,1xic2.itemDustSmall@8,IC2:itemDustSmall,Tiny Pile of Bronze Dust,false
dustTinyCopper,1xic2.itemDustSmall@1,IC2:itemDustSmall,Tiny Pile of Copper Dust,false
dustTinyGold,1xic2.itemDustSmall@2,IC2:itemDustSmall,Tiny Pile of Gold Dust,false
dustTinyIron,1xic2.itemDustSmall@0,IC2:itemDustSmall,Tiny Pile of Iron Dust,false
dustTinyLapis,1xic2.itemDustSmall@9,IC2:itemDustSmall,Tiny Pile of Lapis Dust,false
dustTinyLead,1xic2.itemDustSmall@5,IC2:itemDustSmall,Tiny Pile of Lead Dust,false
dustTinyLithium,1xic2.itemDustSmall@7,IC2:itemDustSmall,Tiny Pile of Lithium Dust,false
dustTinyObsidian,1xic2.itemDustSmall@10,IC2:itemDustSmall,Tiny Pile of Obsidian Dust,false
dustTinySilver,1xic2.itemDustSmall@4,IC2:itemDustSmall,Tiny Pile of Silver Dust,false
dustTinySulfur,1xic2.itemDustSmall@6,IC2:itemDustSmall,Tiny Pile of Sulfur Dust,false
dustTinyTin,1xic2.itemDustSmall@3,IC2:itemDustSmall,Tiny Pile of Tin Dust,false
dustUranium,1xitem.ingot@4,BigReactors:BRIngot,Yellorium Dust,false
dustWheat,1xitem.appliedenergistics2.ItemMaterial@4,appliedenergistics2:item.ItemMultiMaterial,Flour,false
dustWheat,1xitem.itemPowderIngot@8,EnderIO:itemPowderIngot,Flour,false
dustWood,1xitem.thermalexpansion.material@512,ThermalExpansion:material,Sawdust,false
dustYellorium,1xitem.ingot@4,BigReactors:BRIngot,Yellorium Dust,false
dye,1xitem.dyePowder@32767,minecraft:dye,(wildcard),true
dyeBlack,1xitem.dyePowder@0,minecraft:dye,Ink Sac,false
dyeBlack,1xitem.dye@15,Botania:dye,Floral Black Powder,false
dyeBlack,1xitem.thermalfoundation.material@2,ThermalFoundation:material,Pulverized Coal,false
dyeBlack,1xitem.thermalfoundation.material@3,ThermalFoundation:material,Pulverized Charcoal,false
dyeBlack,1xitem.misc@9,BiomesOPlenty:misc,Black Dye,false
dyeBlack,1xitem.FMResource@1,ForbiddenMagic:FMResource,Shadow Ink,false
dyeBlack,1xitem.misc@24,ExtraBees:misc,Black Dye,false
dyeBlack,1xitem.projectred.exploration.lilyseed@15,ProjRed|Exploration:projectred.exploration.lilyseed,Black Deviating Lily seed,false
dyeBlue,1xitem.dyePowder@4,minecraft:dye,Lapis Lazuli,false
dyeBlue,1xitem.dye@11,Botania:dye,Floral Blue Powder,false
dyeBlue,1xitem.misc@5,BiomesOPlenty:misc,Blue Dye,false
dyeBlue,1xitem.misc@21,ExtraBees:misc,Blue Dye,false
dyeBlue,1xitem.projectred.exploration.lilyseed@11,ProjRed|Exploration:projectred.exploration.lilyseed,Blue Deviating Lily seed,false
dyeBrown,1xitem.dyePowder@3,minecraft:dye,Cocoa Beans,false
dyeBrown,1xitem.mfr.fertilizer@0,MineFactoryReloaded:fertilizer,Industrial Fertilizer,false
dyeBrown,1xitem.dye@12,Botania:dye,Floral Brown Powder,false
dyeBrown,1xitem.misc@6,BiomesOPlenty:misc,Brown Dye,false
dyeBrown,1xitem.misc@25,ExtraBees:misc,Brown Dye,false
dyeBrown,1xitem.projectred.exploration.lilyseed@12,ProjRed|Exploration:projectred.exploration.lilyseed,Brown Deviating Lily seed,false
dyeCeramicBlack,1xitem.mfr.ceramicdye@15,MineFactoryReloaded:ceramicdye,Ceramic Dye (Black),false
dyeCeramicBlue,1xitem.mfr.ceramicdye@11,MineFactoryReloaded:ceramicdye,Ceramic Dye (Blue),false
dyeCeramicBrown,1xitem.mfr.ceramicdye@12,MineFactoryReloaded:ceramicdye,Ceramic Dye (Brown),false
dyeCeramicCyan,1xitem.mfr.ceramicdye@9,MineFactoryReloaded:ceramicdye,Ceramic Dye (Cyan),false
dyeCeramicGray,1xitem.mfr.ceramicdye@7,MineFactoryReloaded:ceramicdye,Ceramic Dye (Gray),false
dyeCeramicGreen,1xitem.mfr.ceramicdye@13,MineFactoryReloaded:ceramicdye,Ceramic Dye (Green),false
dyeCeramicLightBlue,1xitem.mfr.ceramicdye@3,MineFactoryReloaded:ceramicdye,Ceramic Dye (Light Blue),false
