Category,Name,Key,Parents,ParentsHidden,Siblings,PermWarp,StickyWarp,Tag,ItemTrigger,EntityTrigger,AspectTrigger
ELDRITCH,Staff Core of the Primal,ROD_primal_staff,FOCUSPRIMAL,ROD_silverwood_staff;ROD_bone_staff;ROD_greatwood_staff;ROD_blaze_staff;ROD_reed_staff;ROD_obsidian_staff;ROD_quartz_staff;ROD_ice_staff,,2,1,9xAer;9xTerra;9xIgnis;9xAqua;9xOrdo;9xPerditio;9xInstrumentum;12xPraecantatio,1xitem.FocusPrimal@0,Thaumcraft.PrimalOrb,
ELDRITCH,Opening the Eye,OCULUS,CRIMSON;ELDRITCHMAJOR,,GADOMANCY.PSEUDO.OCULUS,3,3,3xCognitio;3xTenebrae;3xPermutatio;6xIter;6xAlienis,,,
ELDRITCH,Revelations in the Outer Lands ,OUTERREV,ENTEROUTER,,,0,0,4xAlienis;4xCognitio,1xtile.blockEldritch@5;1xtile.blockEldritch@10,,
ELDRITCH,Primal Crusher ,PRIMALCRUSHER,PRIMPEARL,VOIDMETAL;ELEMENTALPICK;ELEMENTALSHOVEL,,0,0,6xPerfodio;6xInstrumentum;6xPerditio;6xVacuos;6xTelum;6xAlienis;6xLucrum,,,
ELDRITCH,Primordial Pearl ,PRIMPEARL,ELDRITCHMINOR,,,0,0,8xAer;8xTerra;8xIgnis;8xAqua;8xOrdo;8xPerditio,1xitem.ItemEldritchObject@3,,
ELDRITCH,Primordial Node Manipulation ,PRIMNODE,PRIMPEARL,,,1,1,1xAuram;1xPraecantatio;1xOrdo;1xPerditio,,,
ELDRITCH,Void metal Wand Caps,CAP_void,CAP_thaumium;VOIDMETAL,,,1,1,5xVacuos;5xAlienis;3xInstrumentum;3xPraecantatio;3xAuram,,,
ELDRITCH,Void metal,VOIDMETAL,THAUMIUM;ELDRITCHMINOR,,GADOMANCY.PSEUDO.VOIDMETAL,0,0,3xMetallum;3xAlienis;3xTenebrae;5xVacuos,,,
ELDRITCH,Extremely Primordial Pearl,BIG_PEARL,PRIMPEARL,,,0,0,8xTerminus;16xPraecantatio,,,
AUTOMAGY,Redcrystal,REDCRYSTAL,REDSTONETHEORY,,REDCRYSTAL_AMP;REDCRYSTAL_DIM;REDCRYSTAL_DENSE,0,0,2xPotentia;2xVitreus;2xPraecantatio,,,
AUTOMAGY,Golem Linking Bell,GOLEMLINKER,GOLEMINHIBITOR,INFUSION;UPGRADEORDER;GOLEMBELL,,0,0,8xOrdo;4xHumanus;4xSpiritus;4xInstrumentum,,,
AUTOMAGY,Runed Obsidian: Wisp,NETHERRUNE_WISP,DIMENSIONLURE,,,0,0,3xVinculum;3xAuram;3xIgnis,,,
AUTOMAGY,Siren's Lure,MOBLURE,NETHERMIND,INFUSION,,0,0,5xIgnis;5xCognitio;5xFames,,,
AUTOMAGY,Dimensional Lure,DIMENSIONLURE,MOBLURE;ENTITYSIGNAL,INFUSION,,2,2,5xIgnis;5xAlienis;5xFames;5xIter;5xVinculum,,,
AUTOMAGY,Advanced Node Jarring,ADVNODEJAR,,NODEJAR;FOCUSWARDING;WARDEDARCANA,,0,0,7xAuram;4xLucrum;4xOrdo;4xIter,,,
AUTOMAGY,Tally Box Lenses,TALLYBLOCK_LENS,TALLYBLOCK,,,0,0,3xSensus;2xVacuos;2xPerfodio,,,
AUTOMAGY,Runed Obsidian: Ghast,NETHERRUNE_GHAST,DIMENSIONLURE,,,0,0,3xVinculum;3xSpiritus;3xExanimis,,,
AUTOMAGY,Runed Obsidian: Bat,NETHERRUNE_BAT,DIMENSIONLURE,,,0,0,3xVinculum;3xBestia;3xIgnis,,,
AUTOMAGY,Slivers for Travel,SLIVERS_TRAVEL,SLIVERS,PAVETRAVEL,,0,0,1xTerra;1xAer,,,
AUTOMAGY,Remote Comparator,REMOTECOMPARATOR,REDCRYSTAL,,,0,0,2xPotentia;2xMachina;4xSensus;2xAer,,,
AUTOMAGY,Essentia Aggregator,ESSENTIALOCUSAGGREGATOR,ESSENTIALOCUS,MIRRORESSENTIA;JARVOID;INFUSION,,0,0,5xPraecantatio;5xLimus;5xIter;5xTenebrae,,,
AUTOMAGY,Melding Mirror,MIRRORINPUT,,MIRROR;VOIDMETAL;REMOTECOMPARATOR;INFUSION,,0,0,4xIter;2xAlienis;2xTenebrae;2xSensus,,,
AUTOMAGY,Dim Redcrystal,REDCRYSTAL_DIM,REDCRYSTAL,,,0,0,1xPotentia;1xMachina;1xVitreus;2xPerditio,,,
AUTOMAGY,Mercurial Redcrystal,REDCRYSTAL_MIRRORBOUND,REDCRYSTAL_RES,MIRROR,,0,0,8xIter;5xPotentia;3xTenebrae;5xPraecantatio,,,
AUTOMAGY,Thirsty Tank,THIRSTYTANK,GREEDYCHEST,,,0,0,8xFames;5xAqua;3xVacuos;3xPermutatio,,,
AUTOMAGY,Eager Chest,EAGERCHEST,AVARICIOUS;ENCHANTEDPAPER,,,0,0,5xPermutatio;3xVacuos;3xHumanus,,,
AUTOMAGY,Glyph of the Bovine,THIRSTYTANK_GLYPH_BOVINE,THIRSTYTANK_GLYPH,ENTITYSIGNAL,,0,0,2xFames;2xAqua;3xBestia;3xMeto,,,
AUTOMAGY,Runed Obsidian: Light,NETHERRUNE_LIGHT,NETHERMIND,,,0,0,9xLux;6xSensus,,,
AUTOMAGY,Hungry Maw,HUNGRYMAW,HUNGRYCHEST;FOCUSPORTABLEHOLE,,,0,0,5xFames;3xVacuos;3xTenebrae;3xPermutatio,,,
AUTOMAGY,Alchemical Boiler,ALCHEMYBOILER,,DISTILESSENTIA,,0,0,2xPraecantatio;5xAqua;2xLimus;3xIgnis,,,
AUTOMAGY,Signum Entia,ENTITYSIGNAL,CRYSTALBRAIN,INFUSION,,0,0,10xTerra;5xSensus;5xVictus;3xBestia;3xSpiritus,1xitem.crystalBrain@3,,
AUTOMAGY,Runed Obsidian: Slime,NETHERRUNE_SLIME,DIMENSIONLURE,,,0,0,3xVinculum;3xLimus;3xIgnis,,,
AUTOMAGY,Runed Obsidian: Zombie,NETHERRUNE_ZOMBIE,DIMENSIONLURE,TALLOW,,0,0,3xVinculum;3xLucrum;3xCognitio,,,
AUTOMAGY,Soul Stone,XPSTONE,AMNESIASTONE,,,1,1,2xCognitio;2xTerra;2xPerditio;2xPermutatio,,,
AUTOMAGY,Greedy Chest,GREEDYCHEST,HUNGRYCHEST,,,0,0,5xLucrum;3xVacuos;3xPermutatio,,,
AUTOMAGY,Golem's Workbench,GOLEMWORKBENCH,ENCHANTEDPAPER,COREEMPTY;INFUSION,,0,0,8xFabrico;3xOrdo;5xHumanus;5xSpiritus,,,
AUTOMAGY,Runed Obsidian: Soul,NETHERRUNE_SOUL,NETHERMIND,,,0,0,9xSpiritus;3xVinculum;3xTerra;3xPerditio,,,
AUTOMAGY,Dispersing Mirror,MIRRORMULTIDEST,MIRRORINPUT;INVENTARIUM_DELIVERY,INFUSION,,0,0,2xIter;2xAlienis;2xTenebrae;2xCognitio,,,
AUTOMAGY,Ender Disjunction,ENDERDISJUNCTION,AVARICIOUS,INFUSION,,0,0,4xPerditio;5xVinculum;3xAlienis,,,
AUTOMAGY,Supply and Demand,INVENTARIUM_DELIVERY,INVENTARIUM,GOLEMLINKER;GOLEMINHIBITOR;NITORLIGHT;INFUSION,,0,0,5xLucrum;3xHumanus;5xCognitio;3xSpiritus;3xOrdo,,,
AUTOMAGY,Slivers of Magic,SLIVERS,,,,0,0,,,,
AUTOMAGY,Fishing Enchantments,ENCHANT_FISHING,,INFUSIONENCHANTMENT,,0,0,3xAqua;3xMeto;2xPraecantatio,,,
AUTOMAGY,Runed Obsidian: Celerity,NETHERRUNE_CELERITY,NETHERMIND,GREEDYCHEST,,0,0,9xAlienis;6xIter;3xPermutatio,,,
AUTOMAGY,Thirsty Glyphs,THIRSTYTANK_GLYPH,THIRSTYTANK,AVARICIOUS,,0,0,3xFames;3xAqua;2xMachina,,,
AUTOMAGY,Crystalline Brain,CRYSTALBRAIN,REMOTECOMPARATOR,,,1,1,5xCognitio;1xAqua;1xAer;1xOrdo;5xVitreus;1xIgnis;1xTerra;1xPerditio,,,
AUTOMAGY,Vishroom Oddities,VISHROOMSOUP,,,,0,0,1xCognitio;1xAlienis;1xPraecantatio,1xitem.foodstuff@0;1xtile.blockFluidVishroom@0,,
AUTOMAGY,Glowing Amber,NITORLIGHT,,NITOR,,0,0,2xLux,,,
AUTOMAGY,Inventarium,INVENTARIUM,CRYSTALBRAIN;TALLYBLOCK,VISPOWER;INFUSION,INVENTARIUM_EXTRA,0,0,5xSensus;5xCognitio;5xOrdo,1xitem.crystalBrain@4,,
AUTOMAGY,Scrivener's Oculus,INVENTARIUM_POINTER,INVENTARIUM,,,0,0,5xSensus;3xVitreus;3xVacuos,,,
AUTOMAGY,Resonating Redcrystal,REDCRYSTAL_RES,,REDCRYSTAL,,0,0,4xPotentia;3xMachina;2xVitreus;8xAer,,,
AUTOMAGY,Entropic Refining,ENTROPICREFINING,,ENTROPICPROCESSING,,0,0,1xPraecantatio;3xPerditio;2xPerfodio,,,
AUTOMAGY,Workbench Upgrades,GOLEMWORKBENCH_UPGRADE,GOLEMWORKBENCH,UPGRADEAIR;UPGRADEEARTH;UPGRADEFIRE;UPGRADEWATER;UPGRADEORDER;UPGRADEENTROPY,,0,0,5xFabrico;1xHumanus;1xSpiritus,,,
AUTOMAGY,Wand Focus: Crafting,FOCUSCRAFTING,,FOCUSFIRE,,0,0,5xFabrico;5xPraecantatio;2xInstrumentum,,,
AUTOMAGY,Enchanted Paper,ENCHANTEDPAPER,GREEDYCHEST,,,0,0,5xOrdo;3xCognitio;3xPraecantatio,,,
AUTOMAGY,Hungry Hand Mirror,AUTOHANDMIRROR,FINICALMAW,MIRRORHAND,,0,0,8xFames;8xOrdo;5xPermutatio,,,
AUTOMAGY,Redstone Theory,REDSTONETHEORY,,,,0,0,,,,
AUTOMAGY,Runed Obsidian: Skull,NETHERRUNE_SKELETON,DIMENSIONLURE,,,0,0,3xVinculum;3xMortuus;3xTelum,,,
AUTOMAGY,Essentia Locus,ESSENTIALOCUS,CRYSTALBRAIN;VISREADER,TUBES;GOGGLES;INFUSION,,0,0,5xCognitio;10xAqua;8xPraecantatio,1xitem.crystalBrain@2,,
AUTOMAGY,Magic Hourglass,MAGICHOURGLASS,REDCRYSTAL,,,0,0,2xMachina;2xPotentia;3xMotus,,,
AUTOMAGY,Amnesiac's Stone,AMNESIASTONE,GOLEMINHIBITOR;JARBRAIN,,,0,0,5xCognitio;5xVacuos,,,
AUTOMAGY,Crafting Focus Upgrades,FOCUSCRAFTING_UPGRADE,FOCUSCRAFTING,FOCALMANIPULATION,,0,0,3xFabrico;3xVacuos;3xAlienis;3xPermutatio,,,
AUTOMAGY,Amplified Redcrystal,REDCRYSTAL_AMP,REDCRYSTAL,,,0,0,1xPotentia;1xMachina;1xVitreus;2xIgnis,,,
AUTOMAGY,Condensed Archives,INVENTARIUM_EXTRA,INVENTARIUM,,,0,0,5xCognitio,,,
AUTOMAGY,Runed Obsidian: Crystal,NETHERRUNE_CRYSTAL,NETHERMIND,,,0,0,9xVitreus;6xPotentia;3xTerra,,,
AUTOMAGY,Thaumostatic Spire,THAUMOSTATICREFUELER,CRYSTALBRAIN,HOVERHARNESS;VISPOWER;THAUMIUM;DISTILESSENTIA;INFUSION,,0,0,5xCognitio;5xAer;5xVolatus;5xPotentia,1xitem.crystalBrain@0,,
AUTOMAGY,Tally Box,TALLYBLOCK,REMOTECOMPARATOR;ENCHANTEDPAPER,,,0,0,3xSensus;3xPotentia;3xOrdo,,,
AUTOMAGY,Nethermind,NETHERMIND,CRYSTALBRAIN,GREEDYCHEST;VISPOWER;DISTILESSENTIA;INFUSION,,2,1,5xCognitio;10xIgnis;5xAlienis;5xPermutatio,1xitem.crystalBrain@1,,
AUTOMAGY,Vis Reader,VISREADER,REMOTECOMPARATOR;DISTILESSENTIA,,,0,0,5xSensus;5xPraecantatio;3xAuram,,,
AUTOMAGY,Finical Maw,FINICALMAW,HUNGRYMAW;ENCHANTEDPAPER,,,0,0,8xFames;8xOrdo;5xPermutatio,,,
AUTOMAGY,Structured Avarice,AVARICIOUS,GREEDYCHEST,,,0,0,2xLucrum;1xOrdo,,,
AUTOMAGY,Tenacious Chest,TENACIOUSCHEST,AVARICIOUS,,,0,0,3xLucrum;3xVacuos,,,
AUTOMAGY,Dense Redcrystal,REDCRYSTAL_DENSE,REDCRYSTAL,,,0,0,1xPotentia;1xMachina;1xVitreus;2xTerra,,,
AUTOMAGY,Slivers for Warding,SLIVERS_WARDING,SLIVERS,PAVEWARD,,0,0,1xIgnis;1xOrdo,,,
AUTOMAGY,Golemic Inhibitor,GOLEMINHIBITOR,CRYSTALBRAIN,GOLEMFETTER;THAUMIUM,,0,0,5xCognitio;8xVinculum;4xMachina;2xSpiritus;2xHumanus,1xitem.crystalBrain@5,,
RAILCRAFT,Thaumium Crowbar,RC_Crowbar,,THAUMIUM,,0,0,1xInstrumentum;2xMachina;1xIter,,,
RAILCRAFT,Void metal Crowbar,RC_Crowbar_Void,RC_Crowbar,VOIDMETAL,,0,0,2xInstrumentum;4xMachina;2xIter,,,
EMT,Thaumium Plate,Thaumium Plate,,,,0,0,,,,
EMT,Kris-tmas Focus,Kris-tmas Focus,Electric Magic Tools,,,0,0,2xGelum;5xBestia;6xVictus;2xMortuus,,,
EMT,Macerating Native Ore Clusters,Macerating Native Ore Clusters,,,,0,0,,,,
EMT,Diamond Chainsaw,Diamond Chainsaw,,,,0,0,,,,
EMT,Auram Generator,Auram Generator,Potentia Generator,,,0,0,4xPermutatio;3xAuram,,,
EMT,Fire Infused Solar Panels,Fire Infused Solar Panels,Compressed Solars,,,0,0,4xIgnis;3xPraecantatio;4xPotentia,,,
EMT,Mjolnir,Mjolnir,,INFUSION;Electric Magic Tools,,0,0,3xTelum;4xTempestas;3xAlienis,,,
EMT,UU-Matter Infusion,UU-Matter Infusion,,INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;INFUSION;Electric Magic Tools,,0,0,4xAlienis;4xPraecantatio;5xFabrico,,,
EMT,Electric Goggles,Electric Goggles,Electric Magic Tools,,,0,0,8xTutamen;5xPotentia;6xSensus,,,
EMT,Solar Helmet of Revealing,Solar Helmet of Revealing,Compressed Solars,INFUSION;Quantum Goggles of Revealing,,0,0,5xPotentia;2xAer;4xLux,,,
EMT,Potentia Generator,Potentia Generator,Electric Magic Tools,INFUSION,,0,0,4xPotentia;4xPermutatio;3xMetallum,,,
EMT,Nano Boots of the Traveller,Nano Boots of the Traveller,Electric Boots of the Traveller,INFUSION,,0,0,3xPotentia;5xTutamen;3xMotus,,,
EMT,Explosion Focus,Explosion Focus,Electric Magic Tools,INFUSION,,0,0,3xIgnis;2xMortuus;3xTelum,,,
EMT,Electric Hoe of Growth,Electric Hoe of Growth,Electric Magic Tools,INFUSION,,0,0,4xPotentia;4xHerba;5xMessis;4xPraecantatio,,,
EMT,Quantum Wings,Quantum Wings,Nanosuit Wings,INFUSION,,0,0,5xVolatus;5xAer;8xMachina;4xPotentia,,,
EMT,The Legend,The Legend,,,,0,0,,,,
EMT,Etheral Processor,Etheral Processor,Electric Magic Tools,INFUSION,,0,0,3xMachina;4xPraecantatio;5xFabrico,,,
EMT,Aer Generator,Aer Generator,Potentia Generator,,,0,0,4xPermutatio;3xAer,,,
EMT,Infused Quantum Ñhestplate.,Infused Quantum Armor,Quantum Wings,INFUSION,,0,0,5xVolatus;5xAer;8xMachina;4xPotentia,,,
EMT,Compressed Solars,Compressed Solars,,INFUSION;Potentia Generator,,0,0,4xPotentia;3xLux;2xMetallum,,,
EMT,Armor Charging Ring,Armor Charging Ring,Inventory Charging Ring,INFUSION,,0,0,4xPotentia;4xTutamen;4xPraecantatio,,,
EMT,Thaumium Chainsaw,Thaumium Chainsaw,Electric Magic Tools,INFUSION,,0,0,5xPotentia;6xTelum;4xInstrumentum,,,
EMT,Inventory Charging Ring,Inventory Charging Ring,,INFUSION;Electric Magic Tools,,0,0,4xPotentia;4xVitreus;4xPraecantatio,,,
EMT,Thaumium Drill,Thaumium Drill,Electric Magic Tools,INFUSION,,0,0,5xPotentia;6xInstrumentum;4xPerfodio,,,
EMT,Portable Node,Portable Node,Electric Magic Tools,,,0,0,5xPraecantatio;5xAuram;5xLucrum,,,
EMT,The One Ring,The One Ring,,,,0,0,,,,
EMT,Thaumium Omnitool,Thaumium Omnitool,Diamond Omnitool,INFUSION;INFUSION;Thaumium Drill;Thaumium Chainsaw,,0,0,5xPotentia;6xInstrumentum;4xPerfodio;6xTelum,,,
EMT,Water Infused Solar Panels,Water Infused Solar Panels,Compressed Solars,,,0,0,4xAqua;3xPraecantatio;4xPotentia,,,
EMT,Ignis Generator,Ignis Generator,Potentia Generator,,,0,0,4xPermutatio;3xIgnis,,,
EMT,Quantum Goggles of Revealing,Quantum Goggles of Revealing,Nanosuit Goggles of Revealing,INFUSION,,0,0,8xTutamen;4xPotentia;6xSensus,,,
EMT,Electric Cloud,Electric Cloud,,,,0,0,,,,
EMT,Chainsaw of the Stream,Chainsaw of the Stream,Thaumium Chainsaw,INFUSION,,0,0,3xInstrumentum;3xArbor;6xAqua;4xPotentia,,,
EMT,Nanosuit Goggles of Revealing,Nanosuit Goggles of Revealing,Electric Goggles,INFUSION,,0,0,5xPotentia;8xSensus;6xTutamen,,,
EMT,Feather Wings,Feather Wings,Electric Magic Tools,,,0,0,,,,
EMT,Wand Focus: Charging,Wand Focus: Charging,Electric Magic Tools,INFUSION,,0,0,4xPermutatio;5xPotentia;4xMachina,,,
EMT,Shield Focus,Shield Focus,Electric Magic Tools,INFUSION,,0,0,5xTutamen;2xAer;3xVitreus;2xVinculum,,,
EMT,Thaumium Reinforced Wings,Thaumium Reinforced Wings,Feather Wings,,,0,0,5xVolatus;5xAer;8xMachina,,,
EMT,Energy Ball Focus,Energy Ball Focus,Electric Magic Tools,INFUSION,,0,0,10xPotentia;5xPraecantatio;6xVictus,,,
EMT,Electric Magic Tools,Electric Magic Tools,,,,0,0,,,,
EMT,Arbor Generator,Arbor Generator,Potentia Generator,,,0,0,4xPermutatio;3xArbor,,,
EMT,Lightning Summoner,Lightning Summoner,,,,0,0,,,,
EMT,Entropy Infused Solar Panels,Entropy Infused Solar Panels,Compressed Solars,,,0,0,4xPerditio;3xPraecantatio;4xPotentia,,,
EMT,Electric Boots of the Traveller,Electric Boots of the Traveller,Electric Magic Tools,INFUSION,,0,0,2xPotentia;5xTutamen;2xMotus,,,
EMT,Electric Scribing Tools,Electric Scribing Tools,,Electric Magic Tools,,0,0,5xPotentia;3xTenebrae;1xFabrico,,,
EMT,Shield Block,Shield Block,Shield Focus,,,0,0,3xTutamen;2xVinculum,,,
EMT,Nanosuit Wings,Nanosuit Wings,Thaumium Reinforced Wings,INFUSION,,0,0,5xVolatus;5xAer;8xMachina;4xPotentia,,,
EMT,Diamond Omnitool,Diamond Omnitool,Iron Omnitool,,,0,0,2xPotentia;3xInstrumentum;2xPerfodio;2xTelum,,,
EMT,Air Infused Solar Panels,Air Infused Solar Panels,Compressed Solars,,,0,0,4xAer;3xPraecantatio;4xPotentia,,,
EMT,Wand Focus: Wand Charging,Wand Focus: Wand Charging,Wand Focus: Charging,INFUSION,,0,0,5xPotentia;4xAuram;4xPermutatio;5xLucrum,,,
EMT,Order Infused Solar Panels,Order Infused Solar Panels,Compressed Solars,,,0,0,4xOrdo;3xPraecantatio;4xPotentia,,,
EMT,Drill of the Rockbreaker,Drill of the Rockbreaker,Thaumium Drill,INFUSION,,0,0,3xPotentia;2xIgnis;3xPerfodio,,,
EMT,Supercharged Mjolnir,Supercharged Mjolnir,Mjolnir,INFUSION,,0,0,4xTelum;6xPotentia;4xBestia,,,
EMT,Industrial Wand Charging Station,Industrial Wand Charging Station,Potentia Generator,INFUSION,,0,0,4xPotentia;2xFabrico;3xPermutatio;5xLucrum,,,
EMT,Earth Infused Solar Panels,Earth Infused Solar Panels,Compressed Solars,,,0,0,4xTerra;3xPraecantatio;4xPotentia,,,
EMT,Iron Omnitool,Iron Omnitool,Electric Magic Tools,,,0,0,,,,
EMT,Quantum Boots of the Traveller,Quantum Boots of the Traveller,Nano Boots of the Traveller,INFUSION,,0,0,4xPotentia;5xTutamen;4xMotus,,,
EMT,Tiny Uranium,Tiny Uranium,,Electric Magic Tools,,0,0,4xVenenum;3xMortuus;3xPermutatio,,,
TT_CATEGORY,Wand Focus: Shadowbeam,FOCUS_SHADOWBEAM,ROD_ICHORCLOTH,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VAMPIRISM;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_FINAL;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;PERIPHERALS;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;TTENCH_AUTO_SMELT;TTENCH_TUNNEL,,0,0,2xTenebrae;1xPraecantatio;1xAlienis;1xVitium,,,
TT_CATEGORY,Dimensional Shards,DIMENSION_SHARDS,,,,0,0,,,,
TT_CATEGORY,Enchantment: Valiance,TTENCH_VALIANCE,TTENCH_VAMPIRISM,,,0,0,3xTelum;3xSano;2xPraecantatio,,,
TT_CATEGORY,Elemental Fire: Terra,FIRE_TERRA,BRIGHT_NITOR,,,0,0,5xIgnis;5xTerra,,,
TT_CATEGORY,Enchantment: Shockwave,TTENCH_SHOCKWAVE,TTENCH_SLOW_FALL,,,0,0,3xAer;3xPerditio;1xTutamen;2xPraecantatio,,,
