ItemStack Display Name,Item Unlocalized Name,Item Numerical ID,Meta,Aspect List
Refined Evil,item.witchery:ingredient,7042,38,2xAqua;2xCognitio;2xPerditio
Tear of the Goddess,item.witchery:ingredient,7042,37,2xAqua;1xOrdo;2xSpiritus
Odour of Purity,item.witchery:ingredient,7042,36,3xAer;1xOrdo
Reek of Misfortune,item.witchery:ingredient,7042,35,3xAer;1xPerditio
Whiff of Magic,item.witchery:ingredient,7042,34,3xAer;1xPraecantatio
Hint of Rebirth,item.witchery:ingredient,7042,33,3xAer;1xVictus;1xPermutatio
Breath of the Goddess,item.witchery:ingredient,7042,32,3xAer;1xOrdo;1xSpiritus
Exhale of the Horned One,item.witchery:ingredient,7042,31,3xAer;1xIgnis;1xExanimis
Oil of Vitriol,item.witchery:ingredient,7042,30,2xAqua;4xPerditio
Diamond Vapor,item.witchery:ingredient,7042,29,3xAer;1xVitreus
Foul Fume,item.witchery:ingredient,7042,28,3xAer;1xTerra
Clay Jar,item.witchery:ingredient,7042,27,1xTerra;1xIgnis;1xVacuos
Soft Clay Jar,item.witchery:ingredient,7042,26,1xTerra;1xAqua;1xVacuos
Tongue of Dog,item.witchery:ingredient,7042,25,1xCorpus;1xBestia
Wool of Bat,item.witchery:ingredient,7042,24,1xCorpus;1xVolatus
Demon Heart,item.witchery:ingredient,7042,23,4xIgnis;2xVacuos;2xCorpus;4xSpiritus
Mandrake Root,item.witchery:ingredient,7042,22,2xHerba;1xHumanus;1xTerra
Belladonna Flower,item.witchery:ingredient,7042,21,2xHerba;4xVenenum;4xMortuus
Wood Ash,item.witchery:ingredient,7042,18,1xArbor;1xIgnis
Gypsum,item.witchery:ingredient,7042,17,1xTerra
Quicklime,item.witchery:ingredient,7042,16,1xTelum;1xPerditio
Mutandis Extremis,item.witchery:ingredient,7042,15,8xPermutatio;1xHerba;1xPraecantatio
Mutandis,item.witchery:ingredient,7042,14,4xPermutatio;1xHerba
Bound Waystone,item.witchery:ingredient,7042,13,1xTerra;2xAlienis;2xPraecantatio
Waystone,item.witchery:ingredient,7042,12,1xTerra
Attuned Stone (Charged),item.witchery:ingredient,7042,11,4xVitreus;4xLucrum;6xPotentia;2xPraecantatio
Attuned Stone,item.witchery:ingredient,7042,10,4xVitreus;4xLucrum;4xPotentia;2xPraecantatio
Enchanted Broom,item.witchery:ingredient,7042,9,1xInstrumentum;2xArbor;2xPraecantatio;2xVolatus
Broom,item.witchery:ingredient,7042,8,1xInstrumentum;2xArbor
Bone Needle,item.witchery:ingredient,7042,7,1xTelum;1xCorpus;1xMortuus
Dream Weaver of Nightmares,item.witchery:ingredient,7042,6,1xAer;1xSensus;2xSpiritus;4xTenebrae;1xPermutatio
Dream Weaver of Fasting,item.witchery:ingredient,7042,5,1xAer;1xSensus;2xSpiritus;1xTenebrae;2xFames
Dream Weaver of Iron Arm,item.witchery:ingredient,7042,4,1xAer;1xSensus;2xSpiritus;1xTenebrae;2xPotentia
Dream Weaver of Fleet Foot,item.witchery:ingredient,7042,3,1xAer;1xSensus;2xSpiritus;1xTenebrae;2xMotus
Chalice (Filled),item.witchery:ingredient,7042,2,6xMetallum;4xVitreus;6xLucrum;6xPotentia;4xPraecantatio;2xVacuos;2xAqua
Chalice,item.witchery:ingredient,7042,1,6xMetallum;4xVitreus;6xLucrum;4xPotentia;2xPraecantatio;2xVacuos
Candelabra,item.witchery:ingredient,7042,0,6xMetallum;4xVitreus;6xLucrum;4xPotentia;2xPraecantatio;4xLux
Thaumium Gear Box,thaumicenergistics.block.golem.gear.box,2240,0,10xMetallum;10xMachina;2xTerra;2xPerditio;10xPraecantatio
Bamboo,tile.bamboo,2773,0,1xHerba;1xVictus
Demon Heart,tile.witchery:demonheart,2291,0,4xIgnis;2xVacuos;2xCorpus;4xSpiritus
Crystalline Eye,item.crystalEye,5172,0,6xSensus;2xVitreus;1xPraecantatio
Lead Nugget,item.railcraft.nugget,6009,4,1xMetallum
Tin Nugget,item.railcraft.nugget,6009,3,1xMetallum
Copper Nugget,item.railcraft.nugget,6009,2,1xMetallum
Iron Nugget,item.railcraft.nugget,6009,0,1xMetallum
Wildwood Stairs,tile.wildwoodStairs,568,0,1xArbor
Mandrake,tile.witchery:mandrake,2254,0,2xHerba;1xHumanus;1xMessis
BioFuel,fluid.mfr.biofuel.still,844,32767,4xHerba;2xPotentia;2xAqua
Orange Autumn Leaves,tile.leaves2,2766,32767,1xHerba
Ethereal Leaves,tile.leaves2,2766,2,1xHerba;1xLux
Dying Leaves,tile.leaves2,2766,0,1xHerba;1xMortuus
Chronotyper,tile.mfr.machine.0,814,15,12xVitreus;12xLucrum;17xMetallum;4xSensus;2xPotentia;3xTempus;3xBestia;5xMachina
Auto-Enchanter,tile.mfr.machine.0,814,14,1xTerra;1xIgnis;1xPannus;17xMetallum;9xVitreus;6xLucrum;2xPotentia;8xPraecantatio;4xCognitio;4xFabrico;5xMachina
Grinder,tile.mfr.machine.0,814,13,1xPannus;39xMetallum;8xVitreus;2xPotentia;10xTelum;6xMortuus;7xMeto;5xMachina;2xLucrum
Breeder,tile.mfr.machine.0,814,12,1xPraecantatio;3xSano;39xMetallum;9xLucrum;3xVitreus;1xSensus;2xPotentia;2xBestia;2xFames;5xMachina
Composter,tile.mfr.machine.0,814,11,6xTerra;4xPerditio;1xIgnis;8xMachina;6xMotus;23xMetallum;3xVitreus;2xPotentia;2xBestia;2xAqua
Sewer,tile.mfr.machine.0,814,10,6xMetallum;1xVitreus;1xVenenum;3xAqua;5xMachina;4xBestia
Sludge Boiler,tile.mfr.machine.0,814,9,46xMetallum;12xTerra;9xPerditio;3xVitreus;2xPotentia;3xOrdo;3xVenenum;2xAqua;5xMachina;2xIgnis
Weather Collector,tile.mfr.machine.0,814,8,54xMetallum;3xVitreus;4xPermutatio;2xPotentia;4xVacuos;5xMachina;4xTempestas
Block Breaker,tile.mfr.machine.0,814,7,47xMetallum;1xArbor;3xVitreus;2xPotentia;15xPerfodio;5xMachina;3xLucrum
Item Collector,tile.mfr.machine.0,814,6,1xMetallum;4xVacuos;5xMachina;2xArbor;4xMotus
Veterinary Station,tile.mfr.machine.0,814,5,2xMotus;2xInstrumentum;42xMetallum;3xVitreus;4xPermutatio;2xPotentia;4xSano;5xMachina;4xBestia
Fertilizer,tile.mfr.machine.0,814,4,3xPannus;1xBestia;1xTutamen;21xMetallum;4xVitreus;2xPotentia;6xHerba;5xMachina;3xVictus
Rancher,tile.mfr.machine.0,814,3,48xMetallum;8xVitreus;2xPotentia;6xMeto;5xMachina;2xInstrumentum
Fisher,tile.mfr.machine.0,814,1,1xArbor;57xMetallum;3xVitreus;2xPotentia;3xAqua;5xMachina;2xInstrumentum
Planter,tile.mfr.machine.0,814,0,1xTerra;1xIgnis;8xMachina;6xMotus;41xMetallum;3xVitreus;4xPermutatio;2xPotentia;4xHerba;2xArbor;4xMessis
Colored Obsidian (Black Frequency),tile.extrautils:color_obsidian,1967,15,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Red Frequency),tile.extrautils:color_obsidian,1967,14,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Green Frequency),tile.extrautils:color_obsidian,1967,13,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Brown Frequency),tile.extrautils:color_obsidian,1967,12,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Blue Frequency),tile.extrautils:color_obsidian,1967,11,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Purple Frequency),tile.extrautils:color_obsidian,1967,10,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Cyan Frequency),tile.extrautils:color_obsidian,1967,9,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Light Gray Frequency),tile.extrautils:color_obsidian,1967,8,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Gray Frequency),tile.extrautils:color_obsidian,1967,7,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Pink Frequency),tile.extrautils:color_obsidian,1967,6,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Lime Frequency),tile.extrautils:color_obsidian,1967,5,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Yellow Frequency),tile.extrautils:color_obsidian,1967,4,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Light Blue Frequency),tile.extrautils:color_obsidian,1967,3,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Magenta Frequency),tile.extrautils:color_obsidian,1967,2,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (Orange Frequency),tile.extrautils:color_obsidian,1967,1,3xTerra;3xIgnis;1xTenebrae;1xSensus
Colored Obsidian (White Frequency),tile.extrautils:color_obsidian,1967,0,3xTerra;3xIgnis;1xTenebrae;1xSensus
Charged Certus Quartz Ore,tile.appliedenergistics2.OreQuartzCharged,740,0,2xVitreus;1xTerra;4xPotentia
Ender Shard,item.kamiResource,7172,7,2xAlienis;1xPraecantatio;1xVitreus
Nether Shard,item.kamiResource,7172,6,2xInfernus;1xPraecantatio;1xVitreus
Oak Stockade,tile.witchery:stockade,2308,0,2xArbor
Firestone Ore,tile.railcraft.ore,1495,5,1xTerra;6xIgnis;1xPerditio
Dark Lapis Lazuli Ore,tile.railcraft.ore,1495,4,1xTerra;3xSensus;1xTenebrae
Dark Emerald Ore,tile.railcraft.ore,1495,3,1xTerra;4xLucrum;3xVitreus;1xTenebrae
Dark Diamond Ore,tile.railcraft.ore,1495,2,1xTerra;3xLucrum;3xVitreus;1xTenebrae
Saltpeter Ore,tile.railcraft.ore,1495,1,1xTerra;3xAer
Sulfur Ore,tile.railcraft.ore,1495,0,1xTerra;3xIgnis
Stellar Pick,item.stellar_pickaxe,7601,8,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,15,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,14,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,13,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,12,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,11,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,10,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,9,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,32767,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,7,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,6,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,5,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,4,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,3,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,2,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,1,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Stellar Pick,item.stellar_pickaxe,7601,0,6xMetallum;3xPotentia;6xIgnis;3xTerra;1xTenebrae
Precision Sledgehammer,item.mfr.hammer,4996,32767,1xArbor;1xInstrumentum;2xFabrico;2xIgnis;3xOrdo
Torchberries,item.torchberries,6090,32767,2xHerba;2xLux
Paved Whitestone,tile.mfr.decorative.stone,834,11,3xTerra;1xVictus
Paved Blackstone,tile.mfr.decorative.stone,834,10,3xTerra;1xTenebrae
Whitestone Gravel,tile.mfr.decorative.stone,834,9,3xTerra;1xVictus
Blackstone Gravel,tile.mfr.decorative.stone,834,8,3xTerra;1xTenebrae
Small Whitestone Bricks,tile.mfr.decorative.stone,834,7,5xTerra;1xVictus
Small Blackstone Bricks,tile.mfr.decorative.stone,834,6,5xTerra;1xTenebrae
Large Whitestone Bricks,tile.mfr.decorative.stone,834,5,3xTerra;1xVictus
Large Blackstone Bricks,tile.mfr.decorative.stone,834,4,3xTerra;1xTenebrae
Cobble Whitestone,tile.mfr.decorative.stone,834,3,2xTerra;2xPerditio;1xVictus
Cobble Blackstone,tile.mfr.decorative.stone,834,2,2xTerra;2xPerditio;1xTenebrae
Smooth Whitestone,tile.mfr.decorative.stone,834,1,4xTerra;1xVictus
Smooth Blackstone,tile.mfr.decorative.stone,834,0,4xTerra;1xTenebrae
Mahogany Wood Stairs,tile.mahoganyStairs,2710,0,1xArbor
Quite Clear Glass,tile.blockFusedQuartz,1923,15,
Quite Clear Glass,tile.blockFusedQuartz,1923,14,
Quite Clear Glass,tile.blockFusedQuartz,1923,13,
Quite Clear Glass,tile.blockFusedQuartz,1923,12,
Quite Clear Glass,tile.blockFusedQuartz,1923,11,
Quite Clear Glass,tile.blockFusedQuartz,1923,10,
Quite Clear Glass,tile.blockFusedQuartz,1923,9,
Quite Clear Glass,tile.blockFusedQuartz,1923,8,
Quite Clear Glass,tile.blockFusedQuartz,1923,7,
Quite Clear Glass,tile.blockFusedQuartz,1923,6,
Dark Clear Glass,tile.blockFusedQuartz,1923,5,
Dark Fused Quartz,tile.blockFusedQuartz,1923,4,
Enlightened Clear Glass,tile.blockFusedQuartz,1923,3,2xVitreus;8xLux;2xSensus
Enlightened Fused Quartz,tile.blockFusedQuartz,1923,2,1xVitreus;1xPotentia;8xLux;2xSensus
Quite Clear Glass,tile.blockFusedQuartz,1923,1,2xVitreus
Fused Quartz,tile.blockFusedQuartz,1923,0,2xVitreus;1xPotentia
Glass Bottle,item.glassBottle,374,32767,
Glass Bottle,item.glassBottle,374,0,1xVacuos
Bedrock,tile.bedrock,7,0,16xVacuos;16xPerditio;16xTerra;16xTenebrae
Crepitous,item.crepitous,5239,32767,6xPerditio;3xPotentia
Grass,tile.tallgrass,31,32767,1xHerba;1xAer
Dark Steel Bars,tile.blockDarkIronBars,1936,8,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,15,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,14,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,13,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,12,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,11,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,10,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,9,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,32767,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,7,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,6,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,5,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,4,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,3,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,2,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,1,1xMetallum;1xIgnis
Dark Steel Bars,tile.blockDarkIronBars,1936,0,1xMetallum;1xIgnis
Aurora Block,tile.TFAuroraBrick,1525,32767,2xGelum;2xVitreus
Bed,item.bed,355,32767,3xFabrico;6xPannus;4xDesidia
Crimson Cult Leggings,item.ItemLeggingsCultistRobe,5157,32767,3xMetallum;2xPannus;1xAlienis
Snowbell,tile.witchery:snowbell,2268,0,2xHerba;2xGelum;1xMessis
Stellar Leggings,item.stellar_leggings,7615,32767,
Stellar Leggings,item.stellar_leggings,7615,15,
Stellar Leggings,item.stellar_leggings,7615,14,
Stellar Leggings,item.stellar_leggings,7615,13,
Stellar Leggings,item.stellar_leggings,7615,12,
Stellar Leggings,item.stellar_leggings,7615,11,
Stellar Leggings,item.stellar_leggings,7615,10,
Stellar Leggings,item.stellar_leggings,7615,9,
Stellar Leggings,item.stellar_leggings,7615,8,
Stellar Leggings,item.stellar_leggings,7615,7,
Stellar Leggings,item.stellar_leggings,7615,6,
Stellar Leggings,item.stellar_leggings,7615,5,
Stellar Leggings,item.stellar_leggings,7615,4,
Stellar Leggings,item.stellar_leggings,7615,3,
Stellar Leggings,item.stellar_leggings,7615,2,
Stellar Leggings,item.stellar_leggings,7615,1,
Stellar Leggings,item.stellar_leggings,7615,0,
Quartz Glass,tile.appliedenergistics2.BlockQuartzGlass,745,32767,
Quartz Glass,tile.appliedenergistics2.BlockQuartzGlass,745,0,5xVitreus;4xMetallum
Cactus,tile.cactus,81,0,3xHerba;1xAqua;1xPerditio
Primordial Pearl,item.ItemEldritchObject,5139,3,16xAer;16xTerra;16xIgnis;16xAqua;16xOrdo;16xPerditio
Runed Tablet,item.ItemEldritchObject,5139,2,4xVinculum;4xCognitio;4xMachina
Crimson Rites,item.ItemEldritchObject,5139,1,5xCognitio;3xPraecantatio;3xAlienis;3xSpiritus
Eldritch Eye,item.ItemEldritchObject,5139,0,5xAlienis;3xAuram;3xPraecantatio;3xSensus;3xSpiritus
Hardened Lumium Glass,tile.thermalexpansion.glass,2398,1,1xIgnis;1xTutamen;1xVitreus;1xLux
Hardened Glass,tile.thermalexpansion.glass,2398,0,1xIgnis;1xTutamen;1xVitreus
Riding Crop,item.RidingCrop,6733,32767,2xArbor;2xPannus;1xBestia;1xLuxuria;1xTelum
Black Wool,tile.cloth,35,32767,4xPannus;1xFabrico
Stone Tie,item.railcraft.part.tie,6012,1,3xTerra;1xMetallum
Wooden Tie,item.railcraft.part.tie,6012,0,3xArbor;1xOrdo
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,15,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,14,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,13,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,12,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,11,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,10,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,9,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,8,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,7,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,6,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,5,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,4,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,3,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,2,
Advanced Item Filter,item.itemBasicFilterUpgrade,6639,1,8xPotentia;3xMachina;3xMortuus;4xSpiritus;3xCorpus;1xIgnis;1xOrdo;1xSensus;12xMetallum;7xLucrum;1xTerra;1xVinculum
Basic Item Filter,item.itemBasicFilterUpgrade,6639,0,11xMetallum;2xVacuos;3xArbor
Bucket of Life,item.bucketLife,5275,32767,8xMetallum;1xVacuos;4xVictus
Dimensional Transceiver,tile.blockTransceiver,1901,8,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,15,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,14,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,13,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,12,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,11,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,10,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,9,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,32767,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,7,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,6,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,5,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,4,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,3,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,2,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,1,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Dimensional Transceiver,tile.blockTransceiver,1901,0,21xPotentia;11xIgnis;45xMetallum;4xOrdo;9xSensus;6xPraecantatio;12xIter;13xAlienis;12xLux;5xMachina;24xLucrum;1xTerra;1xVinculum;1xSpiritus;6xVitreus;1xAer
Aurora Slab,tile.AuroraDoubleSlab,1535,32767,2xGelum;2xOrdo
CESU,ic2.blockElectric,710,7,2xMetallum;4xPotentia;1xMachina
MFSU,ic2.blockElectric,710,2,2xMetallum;7xPotentia;1xMachina
MFE,ic2.blockElectric,710,1,2xMetallum;5xPotentia;1xMachina
BatBox,ic2.blockElectric,710,0,1xMetallum;3xPotentia;1xMachina
Honey Drop,item.for.honeyDrop,5747,0,2xPermutatio;2xVictus
Ice Slab,tile.witchery:iceslab,2313,0,1xGelum;1xAqua
Uranium Ore,ic2.blockOreUran,683,0,2xMetallum;2xVenenum;2xPotentia
Magmatic Florb (Empty§r),item.thermalexpansion.florb,5650,1,1xTerra;1xIgnis;2xLimus;1xVacuos
Florb (Empty§r),item.thermalexpansion.florb,5650,0,1xTerra;2xLimus;1xVacuos
Light Node,tile.blockLightNode,1921,0,
Light Node,tile.blockLightNode,1921,15,
Light Node,tile.blockLightNode,1921,14,
Light Node,tile.blockLightNode,1921,13,
Light Node,tile.blockLightNode,1921,12,
Light Node,tile.blockLightNode,1921,11,
Light Node,tile.blockLightNode,1921,10,
Light Node,tile.blockLightNode,1921,9,
Light Node,tile.blockLightNode,1921,8,
Light Node,tile.blockLightNode,1921,7,
Light Node,tile.blockLightNode,1921,6,
Light Node,tile.blockLightNode,1921,5,
Light Node,tile.blockLightNode,1921,4,
Light Node,tile.blockLightNode,1921,3,
Light Node,tile.blockLightNode,1921,2,
Light Node,tile.blockLightNode,1921,1,
Light Node,tile.blockLightNode,1921,32767,
Powered Spawner,tile.blockPoweredSpawner,1909,8,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,15,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,14,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,13,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,12,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,11,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,10,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,9,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
Powered Spawner,tile.blockPoweredSpawner,1909,32767,9xPotentia;10xIgnis;42xMetallum;4xOrdo;4xSensus;6xMortuus;7xSpiritus;3xExanimis;15xLucrum;4xVitreus;3xCorpus;1xTerra;1xVinculum
