Name,ID,Has Item,Mod,Class,Display Name
IC2:blockAlloy,691,true,IC2,ic2.core.block.BlockMetaData,Reinforced Stone
IC2:blockBasalt,692,true,IC2,ic2.core.block.BlockMetaData,Basalt
IC2:blockAlloyGlass,693,true,IC2,ic2.core.block.BlockTexGlass,Reinforced Glass
IC2:blockDoorAlloy,694,true,IC2,ic2.core.block.BlockIC2Door,tile.blockDoorAlloy.name
IC2:blockReinforcedFoam,695,true,IC2,ic2.core.block.BlockReinforcedFoam,Reinforced Construction Foam
IC2:blockFoam,696,true,IC2,ic2.core.block.BlockFoam,Construction Foam
IC2:blockWall,697,true,IC2,ic2.core.block.BlockWall,ic2.blockWall
IC2:blockScaffold,698,true,IC2,ic2.core.block.BlockScaffold,Scaffold
IC2:blockIronScaffold,699,true,IC2,ic2.core.block.BlockScaffold,Iron Scaffold
IC2:blockMetal,700,true,IC2,ic2.core.block.BlockMetal,Copper Block
IC2:blockCable,701,true,IC2,ic2.core.block.wiring.BlockCable,ic2.blockCable
IC2:blockKineticGenerator,702,true,IC2,ic2.core.block.kineticgenerator.block.BlockKineticGenerator,Kinetic Wind Generator
IC2:blockHeatGenerator,703,true,IC2,ic2.core.block.heatgenerator.block.BlockHeatGenerator,Solid Heat Generator
IC2:blockGenerator,704,true,IC2,ic2.core.block.generator.block.BlockGenerator,Generator
IC2:blockReactorChamber,705,true,IC2,ic2.core.block.reactor.block.BlockReactorChamber,Reactor Chamber
IC2:blockReactorFluidPort,706,true,IC2,ic2.core.block.reactor.block.BlockReactorFluidPort,Reactor Fluid Port
IC2:blockReactorAccessHatch,707,true,IC2,ic2.core.block.reactor.block.BlockReactorAccessHatch,Reactor Access Hatch
IC2:blockReactorRedstonePort,708,true,IC2,ic2.core.block.reactor.block.BlockReactorRedstonePort,Reactor Redstone Port
IC2:blockreactorvessel,709,true,IC2,ic2.core.block.reactor.block.BlockReactorVessel,Reactor Pressure Vessel
IC2:blockElectric,710,true,IC2,ic2.core.block.wiring.BlockElectric,BatBox
IC2:blockChargepad,711,true,IC2,ic2.core.block.wiring.BlockChargepad,Charge Pad (BatBox)
IC2:blockMachine,712,true,IC2,ic2.core.block.machine.BlockMachine,Basic Machine Casing
IC2:blockMachine2,713,true,IC2,ic2.core.block.machine.BlockMachine2,Teleporter
IC2:blockMachine3,714,true,IC2,ic2.core.block.machine.BlockMachine3,Steam Generator
IC2:blockLuminatorDark,715,true,IC2,ic2.core.block.wiring.BlockLuminator,Luminator
IC2:blockLuminator,716,true,IC2,ic2.core.block.wiring.BlockLuminator,Luminator
IC2:blockMiningPipe,717,true,IC2,ic2.core.block.machine.BlockMiningPipe,Mining Pipe
IC2:blockMiningTip,718,true,IC2,ic2.core.block.machine.BlockMiningTip,Mining Pipe
IC2:blockPersonal,719,true,IC2,ic2.core.block.personal.BlockPersonal,Personal Safe
IC2:blockITNT,720,true,IC2,ic2.core.block.BlockITNT,Industrial TNT
IC2:blockNuke,721,true,IC2,ic2.core.block.BlockITNT,Nuke
IC2:blockDynamite,722,true,IC2,ic2.core.block.BlockDynamite,ic2.blockDynamite
IC2:blockDynamiteRemote,723,true,IC2,ic2.core.block.BlockDynamite,ic2.blockDynamiteRemote
IC2:blockCrop,724,true,IC2,ic2.core.crop.BlockCrop,Crop
IC2:blockBarrel,725,true,IC2,ic2.core.block.BlockBarrel,Barrel
IC2:fluidUuMatter,726,true,IC2,ic2.core.block.BlockIC2Fluid,UU-Matter
IC2:fluidConstructionFoam,727,true,IC2,ic2.core.block.BlockIC2Fluid,Construction Foam
IC2:fluidCoolant,728,true,IC2,ic2.core.block.BlockIC2Fluid,IC2 Coolant
IC2:fluidHotCoolant,729,true,IC2,ic2.core.block.BlockIC2Fluid,IC2 Hot Coolant
IC2:fluidPahoehoeLava,730,true,IC2,ic2.core.block.BlockIC2Fluid,Pahoehoe Lava
IC2:fluidBiomass,731,true,IC2,ic2.core.block.BlockIC2Fluid,Biomass
IC2:fluidBiogas,732,true,IC2,ic2.core.block.BlockIC2Fluid,Biogas
IC2:fluidDistilledWater,733,true,IC2,ic2.core.block.BlockIC2Fluid,Distilled Water
IC2:fluidSuperheatedSteam,734,true,IC2,ic2.core.block.BlockIC2Fluid,Superheated Steam
IC2:fluidSteam,735,true,IC2,ic2.core.block.BlockIC2Fluid,Steam
IC2:fluidHotWater,736,true,IC2,ic2.core.block.BlockIC2Fluid,Hotspring Water
appliedenergistics2:tile.OreQuartz,739,true,appliedenergistics2,appeng.block.solids.OreQuartz,Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged,740,true,appliedenergistics2,appeng.block.solids.OreQuartzCharged,Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame,741,true,appliedenergistics2,appeng.block.spatial.BlockMatrixFrame,Matrix Frame
appliedenergistics2:tile.BlockQuartz,742,true,appliedenergistics2,appeng.block.solids.BlockQuartz,Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar,743,true,appliedenergistics2,appeng.block.solids.BlockQuartzPillar,Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled,744,true,appliedenergistics2,appeng.block.solids.BlockQuartzChiseled,Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass,745,true,appliedenergistics2,appeng.block.solids.BlockQuartzGlass,Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp,746,true,appliedenergistics2,appeng.block.solids.BlockQuartzLamp,Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch,747,true,appliedenergistics2,appeng.block.misc.BlockQuartzTorch,Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix,748,true,appliedenergistics2,appeng.block.solids.BlockFluix,Fluix Block
appliedenergistics2:tile.BlockSkyStone,749,true,appliedenergistics2,appeng.block.solids.BlockSkyStone,Sky Stone
appliedenergistics2:tile.BlockSkyChest,750,true,appliedenergistics2,appeng.block.storage.BlockSkyChest,Sky Stone Chest
appliedenergistics2:tile.BlockSkyCompass,751,true,appliedenergistics2,appeng.block.misc.BlockSkyCompass,Meteorite Compass
appliedenergistics2:tile.BlockGrinder,752,true,appliedenergistics2,appeng.block.grindstone.BlockGrinder,Quartz Grindstone
appliedenergistics2:tile.BlockCrank,753,true,appliedenergistics2,appeng.block.grindstone.BlockCrank,Wooden Crank
appliedenergistics2:tile.BlockInscriber,754,true,appliedenergistics2,appeng.block.misc.BlockInscriber,Inscriber
appliedenergistics2:tile.BlockWireless,755,true,appliedenergistics2,appeng.block.networking.BlockWireless,ME Wireless Access Point
appliedenergistics2:tile.BlockCharger,756,true,appliedenergistics2,appeng.block.misc.BlockCharger,Charger
appliedenergistics2:tile.BlockTinyTNT,757,true,appliedenergistics2,appeng.block.misc.BlockTinyTNT,Tiny TNT
appliedenergistics2:tile.BlockSecurity,758,true,appliedenergistics2,appeng.block.misc.BlockSecurity,ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing,759,true,appliedenergistics2,appeng.block.qnb.BlockQuantumRing,ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber,760,true,appliedenergistics2,appeng.block.qnb.BlockQuantumLinkChamber,ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon,761,true,appliedenergistics2,appeng.block.spatial.BlockSpatialPylon,Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort,762,true,appliedenergistics2,appeng.block.spatial.BlockSpatialIOPort,Spatial IO Port
appliedenergistics2:tile.BlockCableBus,763,true,appliedenergistics2,appeng.block.networking.BlockCableBus,AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController,764,true,appliedenergistics2,appeng.block.networking.BlockController,ME Controller
appliedenergistics2:tile.BlockDrive,765,true,appliedenergistics2,appeng.block.storage.BlockDrive,ME Drive
appliedenergistics2:tile.BlockChest,766,true,appliedenergistics2,appeng.block.storage.BlockChest,ME Chest
appliedenergistics2:tile.BlockInterface,767,true,appliedenergistics2,appeng.block.misc.BlockInterface,ME Interface
appliedenergistics2:tile.BlockCellWorkbench,768,true,appliedenergistics2,appeng.block.misc.BlockCellWorkbench,Cell Workbench
appliedenergistics2:tile.BlockIOPort,769,true,appliedenergistics2,appeng.block.storage.BlockIOPort,ME IO Port
appliedenergistics2:tile.BlockCondenser,770,true,appliedenergistics2,appeng.block.misc.BlockCondenser,Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor,771,true,appliedenergistics2,appeng.block.networking.BlockEnergyAcceptor,Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber,772,true,appliedenergistics2,appeng.block.misc.BlockVibrationChamber,Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,773,true,appliedenergistics2,appeng.block.misc.BlockQuartzGrowthAccelerator,Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell,774,true,appliedenergistics2,appeng.block.networking.BlockEnergyCell,Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell,775,true,appliedenergistics2,appeng.block.networking.BlockDenseEnergyCell,Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell,776,true,appliedenergistics2,appeng.block.networking.BlockCreativeEnergyCell,Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit,777,true,appliedenergistics2,appeng.block.crafting.BlockCraftingUnit,Crafting Unit
appliedenergistics2:tile.BlockCraftingStorage,778,true,appliedenergistics2,appeng.block.crafting.BlockCraftingStorage,1k Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor,779,true,appliedenergistics2,appeng.block.crafting.BlockCraftingMonitor,Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler,780,true,appliedenergistics2,appeng.block.crafting.BlockMolecularAssembler,Molecular Assembler
appliedenergistics2:tile.BlockLightDetector,781,true,appliedenergistics2,appeng.block.misc.BlockLightDetector,Light Detecting Fixture
appliedenergistics2:tile.BlockPaint,782,true,appliedenergistics2,appeng.block.misc.BlockPaint,tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock,783,true,appliedenergistics2,appeng.block.stair.SkyStoneStairBlock,Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock,784,true,appliedenergistics2,appeng.block.stair.SkyStoneBlockStairBlock,Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock,785,true,appliedenergistics2,appeng.block.stair.SkyStoneBrickStairBlock,Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock,786,true,appliedenergistics2,appeng.block.stair.SkyStoneSmallBrickStairBlock,Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock,787,true,appliedenergistics2,appeng.block.stair.FluixStairBlock,Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock,788,true,appliedenergistics2,appeng.block.stair.QuartzStairBlock,Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock,789,true,appliedenergistics2,appeng.block.stair.ChiseledQuartzStairBlock,Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock,790,true,appliedenergistics2,appeng.block.stair.QuartzPillarStairBlock,Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock,791,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double,792,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock,793,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double,794,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock,795,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double,796,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock,797,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double,798,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock,799,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double,800,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock,801,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double,802,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock,803,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double,804,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock,805,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double,806,true,appliedenergistics2,appeng.block.AEBaseSlabBlock,Certus Quartz Pillar Slabs
AFSU:AFSU,811,true,AFSU,xbony2.afsu.blocks.AFSUBlock,AFSU
MineFactoryReloaded:conveyor,812,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockConveyor,Conveyor Belt (White)
MineFactoryReloaded:machineblock,813,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockFactoryDecoration,Factory Machine Block
MineFactoryReloaded:machine.0,814,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockFactoryMachine,Planter
MineFactoryReloaded:machine.1,815,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockFactoryMachine,Ejector
MineFactoryReloaded:machine.2,816,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockFactoryMachine,Laser Drill
MineFactoryReloaded:tank,817,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockTank,Plastic Tank
MineFactoryReloaded:cable.plastic,818,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockPlasticPipe,Plastic Pipe
MineFactoryReloaded:cable.redstone,819,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockRedNetCable,RedNet Cable
MineFactoryReloaded:rednet.logic,820,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockRedNetLogic,Programmable RedNet Controller
MineFactoryReloaded:rednet.panel,821,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockRedNetPanel,RedNet Historian
MineFactoryReloaded:rail.cargo.pickup,822,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockRailCargoPickup,Cargo Pickup Rail
MineFactoryReloaded:rail.cargo.dropoff,823,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockRailCargoDropoff,Cargo Dropoff Rail
MineFactoryReloaded:rail.passenger.pickup,824,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockRailPassengerPickup,Passenger Pickup Rail
MineFactoryReloaded:rail.passenger.dropoff,825,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockRailPassengerDropoff,Passenger Dropoff Rail
MineFactoryReloaded:rubberwood.sapling,826,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockRubberSapling,Rubber Sapling
MineFactoryReloaded:rubberwood.log,827,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockRubberWood,Rubber Wood
MineFactoryReloaded:rubberwood.leaves,828,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockRubberLeaves,Rubber Leaves
MineFactoryReloaded:stainedglass.block,829,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockFactoryGlass,Stained Glass (White)
MineFactoryReloaded:stainedglass.pane,830,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockFactoryGlassPane,Stained Glass Pane (White)
MineFactoryReloaded:road,831,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.transport.BlockFactoryRoad,Road
MineFactoryReloaded:plastic,832,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockFactoryPlastic,Block of Plastic
MineFactoryReloaded:brick,833,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockDecorativeBricks,Ice Bricks
MineFactoryReloaded:stone,834,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockDecorativeStone,Smooth Blackstone
MineFactoryReloaded:pinkslime.block,835,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.decor.BlockPinkSlime,Pink Slime Block
MineFactoryReloaded:vinescaffold,836,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockVineScaffold,Vine Scaffolding
MineFactoryReloaded:farmland,837,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockFertileSoil,Fertile Soil
MineFactoryReloaded:detcord,838,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.BlockDetCord,DetCord
MineFactoryReloaded:laserair,839,false,null,powercrystals.minefactoryreloaded.block.BlockFakeLaser,null
MineFactoryReloaded:milk.still,840,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Milk
MineFactoryReloaded:sludge.still,841,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Sludge
MineFactoryReloaded:sewage.still,842,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Sewage
MineFactoryReloaded:mobessence.still,843,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Essence
MineFactoryReloaded:biofuel.still,844,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockExplodingFluid,BioFuel
MineFactoryReloaded:meat.still,845,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Meat
MineFactoryReloaded:pinkslime.still,846,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockPinkSlimeFluid,Pink Slime
MineFactoryReloaded:chocolatemilk.still,847,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Chocolate Milk
MineFactoryReloaded:mushroomsoup.still,848,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Mushroom Soup
MineFactoryReloaded:steam.still,849,true,MineFactoryReloaded,powercrystals.minefactoryreloaded.block.fluid.BlockFactoryFluid,Steam
Thaumcraft:blockFluxGoo,850,true,Thaumcraft,thaumcraft.common.blocks.BlockFluxGoo,Flux Goo
Thaumcraft:blockFluxGas,851,true,Thaumcraft,thaumcraft.common.blocks.BlockFluxGas,Flux Gas
Thaumcraft:blockFluidPure,852,true,Thaumcraft,thaumcraft.common.blocks.BlockFluidPure,Purifying Fluid
Thaumcraft:blockFluidDeath,853,true,Thaumcraft,thaumcraft.common.blocks.BlockFluidDeath,Liquid Death
Thaumcraft:blockCustomOre,854,true,Thaumcraft,thaumcraft.common.blocks.BlockCustomOre,Cinnabar Ore
Thaumcraft:blockMagicalLog,855,true,Thaumcraft,thaumcraft.common.blocks.BlockMagicalLog,Greatwood Log
Thaumcraft:blockMagicalLeaves,856,true,Thaumcraft,thaumcraft.common.blocks.BlockMagicalLeaves,Greatwood Leaves
Thaumcraft:blockCustomPlant,857,true,Thaumcraft,thaumcraft.common.blocks.BlockCustomPlant,Greatwood Sapling
Thaumcraft:blockTaint,858,true,Thaumcraft,thaumcraft.common.blocks.BlockTaint,Crusted Taint
Thaumcraft:blockTaintFibres,859,true,Thaumcraft,thaumcraft.common.blocks.BlockTaintFibres,Fibrous Taint
Thaumcraft:blockCosmeticOpaque,860,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticOpaque,Amber Block
Thaumcraft:blockCosmeticSolid,861,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticSolid,Obsidian Totem
Thaumcraft:blockCrystal,862,true,Thaumcraft,thaumcraft.common.blocks.BlockCrystal,Air Crystal Cluster
Thaumcraft:blockTube,863,true,Thaumcraft,thaumcraft.common.blocks.BlockTube,Essentia Tube
Thaumcraft:blockMetalDevice,864,true,Thaumcraft,thaumcraft.common.blocks.BlockMetalDevice,Crucible
Thaumcraft:blockWoodenDevice,865,true,Thaumcraft,thaumcraft.common.blocks.BlockWoodenDevice,Arcane Bellows
Thaumcraft:blockStoneDevice,866,true,Thaumcraft,thaumcraft.common.blocks.BlockStoneDevice,Alchemical Furnace
Thaumcraft:blockMirror,867,true,Thaumcraft,thaumcraft.common.blocks.BlockMirror,Magic Mirror
Thaumcraft:blockTable,868,true,Thaumcraft,thaumcraft.common.blocks.BlockTable,Table
Thaumcraft:blockChestHungry,869,true,Thaumcraft,thaumcraft.common.blocks.BlockChestHungry,Hungry Chest
Thaumcraft:blockArcaneDoor,870,true,Thaumcraft,thaumcraft.common.blocks.BlockArcaneDoor,Arcane Door
Thaumcraft:blockLifter,871,true,Thaumcraft,thaumcraft.common.blocks.BlockLifter,Arcane Levitator
Thaumcraft:blockMagicBox,872,true,Thaumcraft,thaumcraft.common.blocks.BlockMagicBox,tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace,873,true,Thaumcraft,thaumcraft.common.blocks.BlockAlchemyFurnace,Advanced Alchemical Furnace
Thaumcraft:blockJar,874,true,Thaumcraft,thaumcraft.common.blocks.BlockJar,Warded Jar
Thaumcraft:blockCandle,875,true,Thaumcraft,thaumcraft.common.blocks.BlockCandle,White Tallow Candle
Thaumcraft:blockEldritch,876,true,Thaumcraft,thaumcraft.common.blocks.BlockEldritch,Eldritch Altar
Thaumcraft:blockAiry,877,true,Thaumcraft,makeo.gadomancy.common.blocks.BlockNode,Aura Node
Thaumcraft:blockManaPod,878,true,Thaumcraft,thaumcraft.common.blocks.BlockManaPod,tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace,879,true,Thaumcraft,thaumcraft.common.blocks.BlockArcaneFurnace,Infernal Furnace
Thaumcraft:blockWarded,880,true,Thaumcraft,thaumcraft.common.blocks.BlockWarded,tile.blockWarded.name
Thaumcraft:blockHole,881,true,Thaumcraft,thaumcraft.common.blocks.BlockHole,Empty Space
Thaumcraft:blockPortalEldritch,882,true,Thaumcraft,thaumcraft.common.blocks.BlockEldritchPortal,Eldritch Portal
Thaumcraft:blockEssentiaReservoir,883,true,Thaumcraft,thaumcraft.common.blocks.BlockEssentiaReservoir,Essentia Reservoir
Thaumcraft:blockEldritchNothing,884,true,Thaumcraft,thaumcraft.common.blocks.BlockEldritchNothing,tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone,885,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticStairs,Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood,886,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticStairs,Greatwood Stairs
Thaumcraft:blockStairsSilverwood,887,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticStairs,Silverwood Stairs
Thaumcraft:blockStairsEldritch,888,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticStairs,Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood,889,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticWoodSlab,Greatwood Slab
Thaumcraft:blockCosmeticSlabStone,890,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticStoneSlab,Arcane Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood,891,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticWoodSlab,Wood Slab
Thaumcraft:blockCosmeticDoubleSlabStone,892,true,Thaumcraft,thaumcraft.common.blocks.BlockCosmeticStoneSlab,Stone Slab
Thaumcraft:blockLootUrn,893,true,Thaumcraft,thaumcraft.common.blocks.BlockLoot,Old Urn
Thaumcraft:blockLootCrate,894,true,Thaumcraft,thaumcraft.common.blocks.BlockLoot,Abandoned Crate
Automagy:blockRedcrystal,895,true,Automagy,tuhljin.automagy.blocks.BlockRedcrystal,Redcrystal
Automagy:blockRedcrystalAmp,896,true,Automagy,tuhljin.automagy.blocks.BlockRedcrystalAmp,Amplified Redcrystal
Automagy:blockRedcrystalDim,897,true,Automagy,tuhljin.automagy.blocks.BlockRedcrystalDim,Dim Redcrystal
Automagy:blockRedcrystalDense,898,true,Automagy,tuhljin.automagy.blocks.BlockRedcrystalDense,Dense Redcrystal
Automagy:blockRedcrystalRes,899,true,Automagy,tuhljin.automagy.blocks.BlockRedcrystalRes,Resonating Redcrystal
Automagy:blockRedcrystalMerc,900,true,Automagy,tuhljin.automagy.blocks.BlockRedcrystalMerc,Mercurial Redcrystal
Automagy:blockTorchInversion,901,true,Automagy,tuhljin.automagy.blocks.BlockTorchInversion,Redstone Inversion Torch
Automagy:blockTorchInversion_off,902,true,Automagy,tuhljin.automagy.blocks.BlockTorchInversion,Redstone Inversion Torch
Automagy:blockRemoteComparator,903,true,Automagy,tuhljin.automagy.blocks.BlockRemoteComparator,Remote Comparator
Automagy:blockVisReader,904,true,Automagy,tuhljin.automagy.blocks.BlockVisReader,Vis Reader
Automagy:blockTally,905,true,Automagy,tuhljin.automagy.blocks.BlockTally,Tally Box
Automagy:blockHourglass,906,true,Automagy,tuhljin.automagy.blocks.BlockHourglass,Hourglass
Automagy:blockHourglassMagic,907,true,Automagy,tuhljin.automagy.blocks.BlockHourglassMagic,Magic Hourglass
Automagy:blockGreedyChest,908,true,Automagy,tuhljin.automagy.blocks.BlockGreedyChest,Greedy Chest
Automagy:blockEagerChest,909,true,Automagy,tuhljin.automagy.blocks.BlockEagerChest,Eager Chest
Automagy:blockTenaciousChest,910,true,Automagy,tuhljin.automagy.blocks.BlockTenaciousChest,Tenacious Chest
Automagy:blockHungryMaw,911,true,Automagy,tuhljin.automagy.blocks.BlockMawHungry,Hungry Maw
Automagy:blockFinicalMaw,912,true,Automagy,tuhljin.automagy.blocks.BlockMawFinical,Finical Maw
Automagy:blockGolemInhibitor,913,true,Automagy,tuhljin.automagy.blocks.BlockGolemInhibitor,Golemic Inhibitor
Automagy:blockEntitySignal,914,true,Automagy,tuhljin.automagy.blocks.BlockEntitySignal,Signum Entia
Automagy:blockEssentiaLocus,915,true,Automagy,tuhljin.automagy.blocks.BlockEssentiaLocus,Essentia Locus
Automagy:blockEssentiaLocusAggregator,916,true,Automagy,tuhljin.automagy.blocks.BlockEssentiaLocusAggregator,Essentia Aggregator
Automagy:blockInventarium,917,true,Automagy,tuhljin.automagy.blocks.BlockInventarium,Inventarium Core
Automagy:blockUnseenScribe,918,true,Automagy,tuhljin.automagy.blocks.BlockUnseenScribe,Unseen Scribe
Automagy:blockScribePointer,919,true,Automagy,tuhljin.automagy.blocks.BlockScribePointer,Scrivener's Oculus
Automagy:blockGolemTaskmaster,920,true,Automagy,tuhljin.automagy.blocks.BlockGolemTaskmaster,Golemic Taskmaster
Automagy:blockReqTome,921,true,Automagy,tuhljin.automagy.blocks.BlockRequisitionTome,Requisition Tome
Automagy:blockBookshelfEnchanted,922,true,Automagy,tuhljin.automagy.blocks.BlockBookshelfEnchanted,Enchanting Bookshelf
Automagy:blockTranslucent,923,true,Automagy,tuhljin.automagy.blocks.BlockTranslucent,Glowing Amber
Automagy:blockMetalGlow,924,true,Automagy,tuhljin.automagy.blocks.BlockMetalGlow,Memory Block
